Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,16,2385,39,1830,9,1941,28,1790,7,1822,,,,
2020,5,6630,,,,,,,,,,,,
2019,3,6590,3,2178,3,2119,4,2001,2,2058,,,,
2018,3,6420,3,2162,3,2110,,,2,2026,,,,
2017,2,9605,3,2170,3,2118,,,3,2029,,,,
2016,16,2130,4,2147,3,2169,7,2024,3,2015,,,,
2015,3,8265,2,2290,2,2243,4,2152,2,2159,,,,
2014,2,9775,2,2238,2,2194,3,2107,2,2112,100,690,67,1657
2013,6,4205,5,2140,5,2094,6,2067,3,2056,570,90,,
2012,2,10265,2,2296,2,2242,3,2222,1,2190,1276,10,,
2011,3,8170,1,2284,1,2238,2,2214,1,2182,134,600,,
2010,2,9145,1,2273,1,2227,2,2210,1,2184,330,180,,
2009,1,10550,1,2264,3,2186,1,2233,1,2206,,,,
2008,2,5305,2,2245,1,2186,2,2201,1,2180,574,75,,
2007,1,7180,1,2333,1,2280,2,2240,1,2223,249,225,,
2006,1,8370,1,2364,1,2315,1,2224,1,2226,376,135,,
2005,1,6725,1,2278,1,2236,2,2143,1,2197,173,305,,
2004,1,6335,1,2268,1,2211,1,2155,1,2160,168,280,37,1703
2003,2,4375,1,2126,1,2081,3,2021,1,2022,34,1380,10,1857
2002,6,2590,4,2031,3,1982,7,1959,5,1863,25,1630,9,1854
2001,13,1745,14,1961,12,1909,33,1832,10,1857,66,910,,
2000,29,1080,34,1879,28,1827,72,1706,47,1683,32,1570,,
1999,64,749,31,1874,27,1837,88,1683,42,1691,166,372,,
1998,301,119,,,,,,,,,620,47,,
1997,704,,,,,,,,,,889,19,,
