Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R128,L vs Raonic,96.9,100.1,7.5,,,111,77,86.7,6.8,,,95,74
2017 Australian Open R32,L vs Seppi,95.6,104.4,7.3,109.8,97.7,115,80,83.2,6.0,87.0,80.8,95,63
2017 Australian Open R128,W vs Groth,95.7,102.2,7.0,105.5,95.5,123,92,84.2,5.1,,80.0,94,73
2016 US Open R64,L vs Isner,96.7,103.3,6.4,107.7,101.1,114,86,85.3,6.2,88.8,80.9,102,69
2016 US Open R128,W vs Thompson,93.0,104.2,6.2,,,116,81,81.1,7.3,,,99,67
2016 Roland Garros R64,L vs Djokovic,98.7,109.4,4.7,112.2,106.7,118,98,83.1,5.3,86.0,79.6,95,74
2015 US Open R64,L vs Federer,101.3,111.9,5.2,,,120,99,87.9,5.5,,,100,79
2015 Wimbledon R128,L vs Lopez,105.3,111.2,4.3,,,121,98,92.0,3.9,,,100,85
2013 Wimbledon R128,W vs Nadal,105.2,,,,,122,,,,,,,86
2013 Roland Garros R128,L vs Llodra,105.8,,,,,121,,,,,,,80
2013 Australian Open R128,L vs Kohlschreiber,98.2,,,,,113,,,,,,,62
2012 US Open R64,L vs Wawrinka,97.3,,,,,125,,,,,,,71
2011 Roland Garros R32,L vs Monfils,106.2,115.1,5.8,,,123,83,89.0,5.5,,,101,75
2011 Roland Garros R64,W vs Petzschner,105.3,115.4,5.6,,,127,101,90.3,8.0,,,111,77
2011 Roland Garros R128,W vs Llodra,106.6,116.0,6.7,,,127,90,92.0,4.5,,,100,79
Career (15 matches),,100.1,108.1,6.1,109.8,100.9,127,77,86.0,6.0,87.7,80.4,111,62
