Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Australian Open Q1,L vs Benchetrit,68.2%,46.7%,9.1%,2/4,2.48,16.9%,61.5%,41.7%,2.6%,2.58,31.3%,87.5%,52.4%,20.8%,2.37,0.0%
2020 ATP Cup RR,W vs Cozbinov,79.7%,58.5%,3.4%,3/1,2.34,3.4%,77.0%,54.4%,1.4%,2.38,6.7%,88.1%,64.9%,7.1%,2.29,0.0%
2019 Eckental CH F,L vs Vesely,38.4%,57.1%,4.1%,1/2,2.31,30.8%,23.9%,54.5%,0.0%,2.36,34.8%,70.8%,58.8%,12.5%,2.28,27.6%
2017 Sofia QF,L vs Goffin,68.5%,40.5%,7.4%,1/3,2.15,0.0%,59.3%,37.5%,3.7%,1.96,0.0%,84.0%,42.9%,12.0%,2.33,0.0%
2017 Canberra CH SF,L vs Struff,43.9%,51.7%,3.0%,2/0,2.56,5.0%,22.9%,37.5%,5.7%,2.39,8.7%,72.4%,57.1%,0.0%,2.79,0.0%
2017 Canberra CH QF,W vs Shapovalov,60.3%,50.0%,1.6%,1/0,2.41,7.7%,62.5%,50.0%,0.0%,2.21,14.3%,75.0%,50.0%,4.2%,2.64,0.0%
2016 Orleans CH R16,L vs Medvedev,70.2%,42.5%,8.8%,1/4,2.81,7.4%,69.0%,45.0%,6.9%,2.88,12.5%,87.0%,40.0%,13.0%,2.73,0.0%
2016 Liberec CH SF,W vs Safranek,82.8%,58.3%,3.4%,0/2,2.37,13.3%,81.1%,53.3%,2.7%,2.42,25.0%,90.0%,66.7%,5.0%,2.31,0.0%
2016 Lyon CH F,W vs Monteiro,71.6%,54.2%,3.0%,1/1,2.48,7.0%,69.7%,52.2%,3.0%,2.44,13.0%,83.3%,56.0%,3.3%,2.53,0.0%
2015 Rennes CH R32,W vs Jahn,66.7%,57.7%,2.6%,1/1,2.16,22.7%,64.0%,53.1%,2.0%,2.15,37.5%,76.9%,65.0%,3.8%,2.17,5.0%
2015 Davis Cup World Group SF RR,W vs Delbonis,65.9%,50.6%,2.4%,2/1,2.23,9.0%,58.2%,52.2%,2.5%,2.14,14.9%,82.2%,48.6%,2.2%,2.37,0.0%
2015 US Open R64,L vs Federer,55.7%,38.2%,11.5%,1/6,2.36,38.2%,46.5%,30.0%,9.3%,2.38,34.4%,82.4%,50.0%,17.6%,2.35,43.5%
2012 Olympics R64,W vs Berdych,73.3%,52.3%,5.0%,1/2,2.25,4.8%,66.7%,50.0%,5.1%,1.86,8.0%,85.7%,55.6%,4.8%,2.82,0.0%
Career (13 matches),,65.5%,51.6%,4.6%,38.6%,2.37,12.7%,59.1%,48.9%,3.2%,2.33,18.2%,82.0%,54.7%,7.4%,2.43,6.1%
