Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2020 Australian Open Q1,L vs Benchetrit,17.8%,21.9%,49.2%,20.8%,27.3%,31.8%,53.1%,32.3%,59.1%,36.4%,75.0%,3.6%,7.1%,44.4%,-80
2020 ATP Cup RR,W vs Cozbinov,19.5%,26.5%,47.2%,24.2%,30.3%,40.9%,50.0%,38.3%,43.3%,47.2%,62.5%,4.4%,6.7%,44.2%,-71
2019 Eckental CH F,L vs Vesely,29.3%,43.9%,56.4%,37.2%,43.5%,58.7%,73.1%,57.6%,50.0%,50.0%,0.0%,12.1%,27.3%,41.4%,4
2017 Sofia QF,L vs Goffin,22.2%,30.2%,36.2%,29.0%,25.8%,41.9%,56.5%,39.7%,76.9%,50.0%,28.6%,20.0%,20.0%,16.7%,16
2017 Canberra CH SF,L vs Struff,30.6%,43.5%,60.0%,36.5%,32.4%,50.0%,69.6%,42.9%,44.4%,68.8%,100.0%,32.0%,40.0%,47.1%,83
2017 Canberra CH QF,W vs Shapovalov,33.9%,45.2%,59.0%,39.7%,41.7%,58.3%,57.1%,51.7%,72.7%,44.0%,0.0%,25.0%,29.2%,61.1%,37
2016 Orleans CH R16,L vs Medvedev,12.9%,22.9%,38.9%,19.9%,20.0%,32.5%,43.8%,32.3%,33.3%,47.4%,50.0%,4.3%,13.0%,31.8%,-76
2016 Liberec CH SF,W vs Safranek,19.0%,29.3%,60.9%,24.5%,24.2%,36.4%,68.0%,33.9%,41.7%,71.4%,-,12.5%,20.8%,52.4%,-19
2016 Lyon CH F,W vs Monteiro,24.6%,33.3%,58.7%,31.7%,36.6%,48.8%,76.9%,48.5%,56.3%,48.0%,0.0%,9.1%,13.6%,35.0%,-37
2015 Rennes CH R32,W vs Jahn,28.1%,42.2%,58.7%,34.7%,38.1%,52.4%,53.8%,48.1%,50.0%,50.0%,0.0%,9.1%,22.7%,65.0%,-79
2015 Davis Cup World Group SF RR,W vs Delbonis,33.9%,39.5%,55.1%,39.3%,42.7%,48.8%,55.3%,50.9%,45.7%,34.0%,40.0%,18.4%,23.7%,54.8%,65
2015 US Open R64,L vs Federer,25.0%,31.3%,31.0%,27.6%,25.6%,32.6%,37.5%,30.5%,59.1%,61.9%,28.6%,25.7%,31.4%,23.1%,3
2012 Olympics R64,W vs Berdych,27.1%,49.2%,58.1%,41.2%,33.3%,66.7%,69.2%,54.6%,41.2%,36.4%,33.3%,15.0%,15.0%,41.2%,-79
Career (13 matches),,25.1%,34.9%,50.7%,31.2%,33.3%,46.1%,57.4%,43.6%,50.2%,47.8%,40.0%,14.6%,20.6%,42.5%,28
