Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,3,2,1,66.7%,4-3,57.1%,34-34,50.0%,0-1,0.0%,3,63.6%,38.2%,6.5%,2.0%,61.0%,68.9%,39.7%,57.5%,44.4%,50.7%,1.05,
2019,13,2,11,15.4%,6-24,20.0%,106-166,39.0%,0-1,0.0%,13,69.3%,9.3%,5.5%,2.5%,60.3%,70.1%,42.7%,59.2%,30.4%,45.0%,0.75,
2018,4,3,1,75.0%,7-3,70.0%,57-45,55.9%,1-1,50.0%,4,88.0%,24.0%,4.2%,2.5%,67.8%,66.1%,60.0%,64.1%,36.2%,51.2%,1.01,SF (Pune)
2017,41,20,21,48.8%,52-55,48.6%,486-531,47.8%,7-8,46.7%,40,73.2%,22.1%,4.2%,1.9%,62.6%,67.0%,50.2%,60.7%,36.5%,48.8%,0.93,QF (4x)
2016,9,4,5,44.4%,14-17,45.2%,156-155,50.2%,2-3,40.0%,9,77.1%,24.8%,5.0%,3.8%,55.2%,73.1%,51.6%,63.5%,38.3%,50.4%,1.05,R16 (Antwerp)
2015,25,12,13,48.0%,32-31,50.8%,299-302,49.8%,3-6,33.3%,19,74.9%,18.4%,3.4%,3.1%,62.0%,66.2%,51.2%,60.5%,35.3%,48.6%,0.89,QF (2x)
2014,3,0,3,0.0%,3-8,27.3%,52-62,45.6%,1-2,33.3%,1,80.8%,24.0%,5.4%,3.6%,61.3%,67.0%,58.5%,63.7%,37.9%,51.1%,1.04,
2013,12,5,7,41.7%,15-14,51.7%,147-138,51.6%,3-3,50.0%,8,77.4%,13.0%,4.5%,2.9%,63.2%,67.1%,53.8%,62.2%,34.0%,48.3%,0.90,R16 (Montpellier)
2012,40,22,18,55.0%,59-43,57.8%,523-501,51.1%,18-4,81.8%,36,77.3%,21.1%,5.1%,1.5%,63.9%,68.8%,52.3%,62.8%,37.3%,50.0%,1.00,SF (Eastbourne)
2011,15,9,6,60.0%,23-22,51.1%,229-224,50.6%,5-4,55.6%,13,75.3%,24.6%,5.9%,4.3%,57.6%,69.8%,50.0%,61.4%,37.7%,49.6%,0.98,QF (Vienna)
2010,12,6,6,50.0%,15-12,55.6%,126-124,50.4%,2-0,100.0%,10,71.9%,25.5%,5.5%,3.2%,58.6%,67.1%,50.4%,60.2%,38.3%,49.3%,0.96,QF (Doha)
2009,25,7,18,28.0%,19-41,31.7%,266-310,46.2%,2-8,20.0%,22,76.4%,13.3%,5.8%,3.0%,57.2%,71.6%,48.5%,61.7%,32.8%,47.4%,0.86,QF (Queen's Club)
2008,43,21,22,48.8%,51-52,49.5%,501-511,49.5%,14-7,66.7%,39,78.9%,20.0%,6.8%,2.5%,60.3%,70.8%,51.6%,63.2%,35.6%,49.7%,0.97,W (Memphis)
2007,9,6,3,66.7%,14-9,60.9%,125-108,53.6%,4-1,80.0%,9,77.6%,27.7%,4.9%,2.9%,59.4%,74.5%,49.3%,64.3%,39.5%,51.8%,1.11,W (Amersfoort)
2006,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,72.7%,0.0%,2.5%,3.8%,53.8%,60.5%,59.5%,60.0%,24.5%,45.9%,0.61,R32 (Amersfoort)
2005,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,0,,,,,,,,,,,,
Career,256,119,137,46.5%,314-338,48.2%,3121-3237,49.1%,62-49,55.9%,227,75.9%,20.3%,5.2%,2.6%,60.9%,69.1%,50.6%,61.9%,36.1%,49.1%,0.95,
