Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Lukas Rosol [CZE],5,2,71.4%,2,2,0,100.0%,2009,2019,5,1.12,7.3%,2.4%,61.4%,73.9%,55.6%,66.8%,37.3%,64.5%,44.0%
7,Sergiy Stakhovsky [UKR],4,3,57.1%,4,3,1,75.0%,2004,2016,2,0.97,5.7%,3.2%,65.8%,74.0%,48.1%,65.2%,33.8%,72.7%,30.8%
7,Jan Hajek [CZE],3,4,42.9%,3,2,1,66.7%,2007,2013,3,0.92,3.6%,1.5%,53.1%,61.2%,48.4%,55.2%,41.3%,48.0%,41.7%
7,Marc Gicquel [FRA],5,2,71.4%,5,5,0,100.0%,2003,2013,6,1.05,6.8%,2.8%,60.7%,72.7%,52.2%,64.6%,37.2%,58.3%,32.5%
7,Christophe Rochus [BEL],6,1,85.7%,2,2,0,100.0%,2007,2010,3,1.15,17.9%,4.5%,59.4%,77.4%,48.4%,65.6%,39.7%,57.9%,37.0%
6,Adrian Mannarino [FRA],5,1,83.3%,2,2,0,100.0%,2006,2019,5,1.15,6.4%,3.2%,62.1%,67.4%,54.2%,62.4%,43.1%,61.3%,34.0%
5,Santiago Giraldo [COL],2,3,40.0%,1,0,1,0.0%,2010,2019,5,1.20,5.2%,2.2%,70.7%,77.8%,50.7%,69.9%,36.3%,42.9%,23.8%
5,Norbert Gombos [SVK],3,2,60.0%,0,0,0,-,2015,2019,5,1.08,2.6%,2.0%,61.2%,66.8%,50.7%,60.6%,42.5%,69.2%,44.4%
5,Dudi Sela [ISR],5,0,100.0%,2,1,1,50.0%,2009,2017,3,1.44,4.5%,0.6%,57.0%,73.5%,61.0%,68.2%,45.9%,53.8%,50.0%
5,Marius Copil [ROU],1,4,20.0%,2,0,2,0.0%,2010,2016,5,0.80,3.2%,6.1%,54.3%,68.6%,50.7%,60.5%,31.5%,42.3%,18.5%
5,Jurgen Melzer [AUT],3,2,60.0%,4,2,2,50.0%,2008,2016,4,1.27,7.9%,1.8%,66.1%,69.3%,64.9%,67.8%,41.0%,70.0%,36.7%
5,Marcos Baghdatis [CYP],2,3,40.0%,2,1,1,50.0%,2008,2015,5,0.86,1.7%,3.6%,60.3%,66.9%,47.6%,59.2%,34.9%,56.4%,31.4%
5,Fabio Fognini [ITA],2,3,40.0%,1,1,0,100.0%,2004,2012,1,1.18,3.6%,1.2%,51.2%,86.0%,46.3%,66.7%,39.3%,75.0%,50.0%
5,Evgeny Korolev [KAZ],4,1,80.0%,0,0,0,-,2004,2008,0,,,,,,,,,,
4,Jiri Vesely [CZE],2,2,50.0%,0,0,0,-,2013,2019,4,1.21,8.9%,2.1%,65.5%,78.6%,49.4%,68.5%,38.2%,55.6%,47.6%
