Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Oct-2019,Eckental CH,Hard,F,181,119,(7) Jiri Vesely [CZE] d. Darcis,6-4 4-6 6-3,0.79,13.4%,3.7%,56.1%,84.8%,44.4%,3/6,1:40
11-Feb-2019,Cherbourg CH,Hard,F,313,88,(1) Ugo Humbert [FRA] d. Darcis,6-7(6) 6-3 6-3,0.83,5.0%,0.0%,60.0%,80.0%,40.0%,7/10,2:22
15-May-2017,Bordeaux CH,Clay,F,50,84,(1) Darcis d. (4) Rogerio Dutra Silva [BRA],7-6(2) 4-6 7-5,0.98,0.8%,0.8%,63.3%,63.2%,40.9%,7/13,2:38
06-Oct-2014,Rennes CH,Hard,F,253,102,Darcis d. Nicolas Mahut [FRA],6-2 6-4,2.39,19.1%,0.0%,66.0%,90.3%,62.5%,0/0,1:13
29-Sep-2014,Mons CH,Hard,F,355,31,(1) David Goffin [BEL] d. Darcis,6-3 6-3,0.64,3.8%,3.8%,54.7%,69.0%,33.3%,3/7,1:11
22-Mar-2010,Barletta CH,Clay,F,103,117,(6) Pere Riba [ESP] d. (3) Darcis,6-3 RET,0.79,0.0%,5.6%,66.7%,58.3%,33.3%,0/2,0:40
14-Jul-2008,Amersfoort,Clay,F,56,63,(5) Albert Montanes [ESP] d. (3) Darcis,1-6 7-5 6-3,0.88,11.1%,6.2%,64.2%,69.2%,48.3%,2/5,1:47
25-Feb-2008,Memphis,Hard,F,81,42,Darcis d. (8) Robin Soderling [SWE],6-3 7-6(5),1.15,18.8%,4.3%,69.6%,81.3%,61.9%,1/1,1:15
16-Jul-2007,Amersfoort,Clay,F,297,66,(Q) Darcis d. Werner Eschauer [AUT],6-1 7-6(1),1.23,5.3%,1.3%,60.5%,80.4%,50.0%,7/7,1:31
17-Oct-2005,Kolding CH,Carpet,F,191,93,(7) Dmitry Tursunov [RUS] d. Darcis,6-3 6-4,,,,,,,,
