Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,18,7,11,38.9%,4,1,3,25.0%,2006,2020,R32,16,1.02,4.9%,1.9%,61.5%,69.3%,50.0%,61.9%,38.9%,54.3%,48.1%
Roland Garros,12,Clay,29,17,12,58.6%,8,1,7,12.5%,2005,2019,R32,21,0.98,4.5%,2.5%,61.0%,68.0%,51.7%,61.6%,37.6%,59.6%,42.1%
Wimbledon,10,Grass,17,7,10,41.2%,6,4,2,66.7%,2005,2019,R64,10,0.93,6.3%,1.9%,62.3%,70.2%,52.7%,63.6%,33.9%,64.8%,40.3%
US Open,11,Hard,22,11,11,50.0%,14,9,5,64.3%,2006,2019,R64,18,0.95,5.3%,3.6%,57.1%,70.4%,51.2%,62.2%,36.1%,59.5%,44.1%
Olympics,2,,4,2,2,50.0%,1,0,1,0.0%,2008,2012,R16,4,1.02,6.7%,0.4%,67.0%,75.4%,44.7%,65.3%,35.6%,52.9%,30.4%
Davis Cup,12,,35,23,12,65.7%,27,15,12,55.6%,2005,2019,,10,0.92,4.3%,1.4%,62.6%,68.1%,54.3%,63.0%,34.0%,56.1%,45.6%
Montpellier,5,Hard,15,10,5,66.7%,8,7,1,87.5%,2010,2019,QF,15,1.12,5.5%,3.1%,62.6%,72.2%,55.0%,65.8%,38.4%,65.7%,39.1%
s Hertogenbosch,5,Grass,9,3,6,33.3%,5,0,5,0.0%,2008,2017,R16,9,1.00,5.9%,2.6%,66.0%,68.1%,52.9%,62.9%,37.1%,60.8%,32.3%
Winston-Salem,4,Hard,9,5,4,55.6%,2,2,0,100.0%,2011,2017,QF,9,1.01,7.6%,5.9%,55.0%,75.0%,48.3%,63.0%,37.4%,57.8%,40.8%
Delray Beach,4,Hard,9,5,4,55.6%,2,1,1,50.0%,2009,2017,QF,8,1.06,5.6%,2.3%,60.7%,66.6%,50.2%,60.2%,42.4%,40.5%,43.5%
Miami Masters,4,Hard,8,4,4,50.0%,4,1,3,25.0%,2009,2015,R32,8,0.94,2.4%,4.0%,57.7%,67.4%,54.3%,61.9%,35.9%,63.8%,47.4%
Queen's Club,4,Grass,8,4,4,50.0%,2,1,1,50.0%,2009,2017,QF,6,1.10,7.0%,1.0%,64.0%,77.0%,53.7%,68.6%,34.7%,45.0%,37.5%
