Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Australian Open Q1,L vs Benchetrit,4.2%,66.7%,18.0%,76.0%,1.4%,4.3%,0.0%,5.9%,0.0%,1.0%,66.7%,-96,-88
2020 ATP Cup RR,W vs Cozbinov,1.9%,50.0%,8.7%,75.0%,9.1%,14.5%,11.1%,17.1%,14.3%,0.8%,40.0%,-82,-72
2019 Eckental CH F,L vs Vesely,7.0%,80.0%,8.4%,84.6%,19.2%,31.8%,0.0%,20.0%,0.0%,1.9%,25.0%,1,14
2017 Sofia QF,L vs Goffin,4.8%,66.7%,12.8%,66.7%,8.0%,13.3%,20.0%,13.6%,16.7%,0.9%,50.0%,2,-1
2017 Canberra CH SF,L vs Struff,0.0%,-,2.3%,66.7%,23.1%,35.7%,0.0%,17.2%,40.0%,0.6%,0.0%,-60,-33
2017 Canberra CH QF,W vs Shapovalov,1.6%,0.0%,6.4%,62.5%,16.9%,22.7%,8.3%,18.2%,0.0%,0.6%,100.0%,0,22
2016 Orleans CH R16,L vs Medvedev,1.5%,0.0%,11.0%,64.3%,6.1%,4.5%,0.0%,16.1%,33.3%,2.3%,28.6%,-44,-54
2016 Liberec CH SF,W vs Safranek,1.8%,100.0%,16.4%,78.9%,10.3%,13.0%,0.0%,7.7%,20.0%,4.9%,45.5%,-15,-20
2016 Lyon CH F,W vs Monteiro,1.6%,100.0%,10.3%,85.7%,10.6%,19.0%,6.3%,10.5%,0.0%,4.1%,37.5%,53,49
2015 Rennes CH R32,W vs Jahn,4.7%,100.0%,9.9%,85.7%,10.8%,15.6%,0.0%,12.5%,0.0%,2.2%,20.0%,-24,-30
2015 Davis Cup World Group SF RR,W vs Delbonis,0.8%,100.0%,8.4%,71.4%,10.2%,20.0%,5.4%,7.5%,33.3%,0.9%,25.0%,-74,-40
2015 US Open R64,L vs Federer,3.8%,66.7%,9.9%,64.3%,9.1%,8.7%,0.0%,8.7%,0.0%,2.3%,25.0%,-75,-78
2012 Olympics R64,W vs Berdych,1.8%,100.0%,5.0%,83.3%,15.6%,31.6%,0.0%,5.6%,25.0%,3.8%,75.0%,-15,-12
Career (13 matches),,2.7%,72.0%,9.7%,74.7%,10.4%,15.7%,5.0%,12.2%,22.0%,1.8%,41.3%,-43,-34
