Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,178,69,109,38.8%,166-243,40.6%,1770-2060,46.2%,16-20,44.4%,163,59.3%,29.0%,4.5%,3.6%,55.7%,63.5%,43.3%,54.6%,42.2%,48.4%,0.93
Clay,84,31,53,36.9%,77-120,39.1%,859-1011,45.9%,6-12,33.3%,76,56.0%,35.1%,3.4%,3.3%,56.3%,60.6%,44.7%,53.6%,42.8%,48.2%,0.92
Grass,23,4,19,17.4%,15-40,27.3%,240-316,43.2%,3-7,30.0%,21,58.4%,16.3%,4.3%,3.2%,60.4%,65.3%,42.5%,56.3%,37.6%,46.9%,0.86
Carpet,4,1,3,25.0%,3-6,33.3%,49-52,48.5%,0-2,0.0%,3,-,-,7.1%,3.1%,64.0%,70.1%,42.0%,60.0%,45.0%,51.7%,1.12
Grand Slams,41,8,33,19.5%,29-73,28.4%,421-568,42.6%,2-8,20.0%,41,49.7%,22.8%,3.8%,3.3%,57.2%,62.3%,42.3%,53.7%,40.2%,47.0%,0.87
Premiers,36,13,23,36.1%,31-50,38.3%,354-436,44.8%,7-5,58.3%,34,50.6%,26.0%,5.3%,3.8%,56.9%,63.9%,42.1%,54.5%,41.8%,48.1%,0.92
Internationals,177,74,103,41.8%,173-232,42.7%,1799-2023,47.1%,15-23,39.5%,168,59.7%,31.4%,4.1%,3.5%,56.1%,62.9%,44.2%,54.7%,42.7%,48.7%,0.94
Finals,1,0,1,0.0%,1-2,33.3%,15-18,45.5%,0-1,0.0%,1,56.3%,37.5%,3.7%,0.0%,52.3%,58.9%,43.1%,51.4%,43.2%,47.2%,0.89
Semi-finals,10,1,9,10.0%,4-17,19.0%,76-122,38.4%,2-0,100.0%,9,58.6%,20.7%,5.4%,3.7%,54.4%,61.2%,42.6%,52.7%,38.1%,45.4%,0.80
Quarter-finals,24,10,14,41.7%,23-33,41.1%,248-277,47.2%,1-3,25.0%,23,55.8%,33.0%,4.8%,3.4%,53.6%,63.5%,41.6%,53.3%,43.2%,48.3%,0.93
vs Righties,272,96,176,35.3%,242-388,38.4%,2723-3240,45.7%,23-37,38.3%,246,58.3%,29.8%,4.2%,3.4%,56.4%,62.8%,43.4%,54.3%,41.8%,48.1%,0.92
vs Lefties,17,9,8,52.9%,19-21,47.5%,195-199,49.5%,2-4,33.3%,17,56.7%,35.0%,3.9%,4.1%,56.2%,64.9%,46.6%,56.9%,44.2%,50.4%,1.02
vs Top 10,13,2,11,15.4%,7-23,23.3%,111-165,40.2%,1-2,33.3%,11,100.0%,62.5%,4.5%,3.4%,57.1%,63.5%,39.5%,53.2%,40.1%,46.4%,0.86
