Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 US Open R128,L vs Raducanu,0.0%,-,7.1%,62.5%,8.9%,7.7%,0.0%,10.2%,13.3%,0.5%,100.0%,-31,-42
2021 ITF La Bisbal R32,L vs Jimenez Kasintseva,0.0%,-,9.4%,73.7%,7.1%,9.8%,6.9%,6.9%,6.1%,2.2%,22.2%,-73,-52
2021 Bogota QF,L vs Osorio,0.0%,-,9.8%,75.0%,6.7%,4.3%,25.0%,5.2%,3.3%,1.6%,40.0%,7,-22
2020 Linz R16,L vs Sabalenka,0.0%,-,2.8%,100.0%,14.0%,18.8%,0.0%,12.5%,25.0%,3.2%,0.0%,-4,-1
2019 Indian Wells R32,L vs Andreescu,0.0%,-,1.1%,0.0%,2.4%,0.0%,0.0%,4.5%,0.0%,0.8%,0.0%,-86,-51
2019 Indian Wells R64,W vs Stephens,0.0%,-,6.9%,100.0%,14.5%,7.7%,0.0%,11.4%,44.4%,0.6%,100.0%,-8,15
2019 Indian Wells R128,W vs Vickery,0.0%,-,8.5%,81.8%,11.0%,5.1%,0.0%,4.1%,13.6%,1.6%,20.0%,-53,-54
2018 Prague Q3,L vs Zarytska,0.0%,-,11.2%,46.2%,7.9%,0.0%,0.0%,7.8%,22.7%,0.4%,0.0%,-81,-70
2018 Lugano SF,L vs Sabalenka,0.0%,-,2.8%,33.3%,26.9%,66.7%,0.0%,18.2%,42.9%,0.0%,-,-46,-25
2018 Acapulco F,L vs Tsurenko,0.0%,-,7.8%,35.3%,5.2%,10.0%,0.0%,2.4%,11.5%,1.0%,33.3%,-89,-72
2018 ITF Midland R16,L vs Buzarnescu,4.1%,66.7%,11.7%,75.0%,5.3%,9.1%,0.0%,5.4%,0.0%,0.0%,-,-55,-35
2018 Shenzhen R32,L vs Alexandrova,0.0%,-,3.8%,100.0%,10.8%,25.0%,0.0%,5.7%,22.2%,0.0%,-,-70,-43
2017 Tashkent R16,W vs Vondrousova,0.0%,-,16.2%,68.4%,4.8%,11.4%,0.0%,4.9%,10.0%,0.2%,0.0%,-76,-70
2016 Istanbul SF,L vs Buyukakcay,0.0%,-,11.3%,46.2%,8.9%,20.0%,0.0%,1.1%,4.8%,1.5%,25.0%,-95,-100
2016 Istanbul R32,W vs Soylu,0.0%,-,7.2%,88.9%,10.1%,27.3%,0.0%,7.9%,46.7%,2.0%,42.9%,-86,-82
2016 Katowice R32,W vs Tsurenko,0.0%,-,6.0%,42.9%,4.3%,5.0%,0.0%,5.7%,28.6%,4.9%,33.3%,-93,-51
2015 Luxembourg QF,W vs Siegemund,0.0%,-,17.7%,58.6%,7.9%,12.5%,0.0%,7.0%,7.7%,0.4%,0.0%,-88,-80
2015 Luxembourg R16,W vs Friedsam,0.0%,-,12.1%,70.6%,8.5%,15.8%,0.0%,4.2%,20.0%,0.8%,100.0%,-35,-24
2015 Linz R32,W vs Paszek,0.0%,-,10.8%,76.9%,10.2%,28.6%,0.0%,10.9%,30.0%,0.0%,-,-73,-7
2015 Bucharest R32,L vs Tatishvili,0.0%,-,6.0%,66.7%,6.5%,14.3%,0.0%,10.7%,24.0%,1.0%,33.3%,-22,-2
Career (23 matches),,0.2%,66.7%,9.0%,66.2%,7.9%,13.3%,5.1%,6.9%,18.0%,1.1%,29.9%,-61,-47
