Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,6,1,5,16.7%,2-11,15.4%,40-72,35.7%,0-0,-,6,40.4%,30.9%,1.3%,5.9%,53.1%,54.8%,32.8%,44.5%,41.6%,43.1%,0.75,R16 (Lyon)
2021,16,4,12,25.0%,11-27,28.9%,149-202,42.5%,1-1,50.0%,16,57.6%,27.7%,3.1%,3.5%,55.2%,59.5%,44.0%,52.6%,40.6%,46.9%,0.86,QF (Bogota)
2020,6,1,5,16.7%,4-10,28.6%,58-80,42.0%,1-1,50.0%,6,57.4%,26.5%,2.7%,4.0%,53.4%,64.3%,40.5%,53.2%,40.9%,47.0%,0.88,R16 (Linz)
2019,22,6,16,27.3%,16-32,33.3%,190-246,43.6%,1-4,20.0%,22,58.0%,30.1%,3.4%,4.3%,57.3%,62.3%,41.2%,53.3%,41.4%,47.2%,0.89,QF (Lugano)
2018,26,9,17,34.6%,24-37,39.3%,265-319,45.4%,2-3,40.0%,26,64.1%,26.6%,4.6%,2.6%,56.8%,64.2%,46.5%,56.5%,39.8%,48.2%,0.92,F (Acapulco)
2017,9,5,4,55.6%,10-10,50.0%,86-91,48.6%,1-0,100.0%,9,58.0%,37.5%,5.9%,4.6%,55.9%,63.7%,42.5%,54.4%,44.0%,49.3%,0.96,QF (2x)
2016,24,10,14,41.7%,22-30,42.3%,224-259,46.4%,0-2,0.0%,24,56.5%,36.7%,3.8%,2.7%,57.0%,61.2%,42.1%,53.0%,44.1%,48.6%,0.94,SF (Istanbul)
2015,24,7,17,29.2%,17-37,31.5%,221-285,43.7%,2-4,33.3%,17,57.6%,25.3%,4.1%,3.0%,60.5%,59.8%,45.7%,54.3%,37.3%,46.2%,0.82,SF (Luxembourg)
2014,37,14,23,37.8%,38-49,43.7%,383-443,46.4%,6-6,50.0%,36,-,-,5.9%,2.6%,57.1%,64.8%,43.0%,55.4%,42.4%,48.8%,0.95,SF (Baku)
2013,45,22,23,48.9%,49-59,45.4%,525-545,49.1%,6-8,42.9%,40,-,-,4.4%,3.4%,55.2%,65.7%,46.7%,57.2%,42.4%,49.8%,0.99,SF (4x)
2012,13,5,8,38.5%,13-19,40.6%,146-156,48.3%,0-1,0.0%,8,-,-,3.3%,5.4%,54.1%,59.7%,42.1%,51.6%,42.6%,47.1%,0.88,R16 (Charleston)
2011,2,1,1,50.0%,2-2,50.0%,18-22,45.0%,0-0,-,2,-,-,5.6%,4.0%,58.1%,56.9%,48.1%,53.2%,40.8%,46.9%,0.87,R16 (Budapest)
2010,31,9,22,29.0%,26-44,37.1%,310-373,45.4%,4-5,44.4%,30,-,-,3.9%,3.4%,56.2%,61.3%,44.1%,53.8%,42.9%,48.2%,0.93,QF (2x)
2009,21,10,11,47.6%,21-29,42.0%,230-244,48.5%,0-5,0.0%,19,-,-,3.9%,4.6%,55.2%,67.1%,41.3%,55.5%,44.3%,49.6%,1.00,SF (Portoroz)
2008,4,1,3,25.0%,4-7,36.4%,49-58,45.8%,1-0,100.0%,2,-,-,2.0%,6.8%,60.1%,55.1%,33.9%,46.6%,43.9%,45.1%,0.82,
2006,2,0,2,0.0%,2-4,33.3%,17-31,35.4%,0-0,-,0,,,,,,,,,,,,
2005,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,0,,,,,,,,,,,,
Career,289,105,184,36.3%,261-409,39.0%,2918-3439,45.9%,25-41,37.9%,263,58.2%,30.0%,4.2%,3.5%,56.4%,62.9%,43.6%,54.5%,42.0%,48.2%,0.92,
