Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 US Open R128,L vs Raducanu,13,20,0.7,11.5%,17.7%,11,19,0.6,10.6%,18.3%,5.8%,3.8%,1.3,21.2%,15.9%
2021 Roland Garros R128,L vs Paolini,13,19,0.7,10.7%,15.7%,13,19,0.7,11.5%,16.8%,,,1.0,22.3%,21.5%
2021 W60+H La Bisbal D'Emporda R32,L vs Jimenez Kasintseva,19,42,0.5,9.4%,20.8%,18,37,0.5,9.6%,19.7%,4.3%,5.3%,0.7,20.3%,27.2%
2021 Bogota QF,L vs Osorio,11,42,0.3,6.7%,25.6%,11,41,0.3,7.0%,25.9%,4.4%,2.5%,0.7,15.9%,22.0%
2020 Linz R16,L vs Sabalenka,15,17,0.9,14.0%,15.9%,14,13,1.1,14.4%,13.4%,9.3%,5.2%,1.6,26.2%,15.9%
2020 Roland Garros R128,L vs Tig,28,24,1.2,16.9%,14.5%,28,24,1.2,17.4%,14.9%,,,1.1,16.3%,14.5%
2019 Wimbledon R128,L vs Kanepi,23,36,0.6,9.9%,15.5%,21,31,0.7,10.1%,14.9%,4.3%,5.3%,1.0,26.7%,26.3%
2019 Indian Wells R32,L vs Andreescu,5,16,0.3,5.7%,18.4%,4,15,0.3,5.1%,19.0%,1.3%,3.8%,1.6,28.7%,18.4%
2019 Indian Wells R64,W vs Stephens,12,17,0.7,11.9%,16.8%,8,14,0.6,8.7%,15.2%,2.2%,5.4%,0.4,10.9%,27.7%
2019 Indian Wells R128,W vs Vickery,24,25,1.0,18.5%,19.2%,18,24,0.8,14.9%,19.8%,7.4%,5.8%,0.6,13.1%,23.1%
2018 Wimbledon R128,L vs Barty,14,17,0.8,10.6%,12.9%,11,15,0.7,9.5%,12.9%,5.2%,4.3%,1.3,25.0%,19.7%
2018 Lugano SF,L vs Sabalenka,17,7,2.4,15.6%,6.4%,13,6,2.2,13.0%,6.0%,6.0%,6.0%,2.1,30.3%,14.7%
2018 Acapulco F,L vs Tsurenko,16,49,0.3,7.3%,22.5%,12,49,0.2,5.9%,24.3%,5.0%,1.0%,0.8,16.5%,22.0%
2018 Midland MI $100K R16,L vs Buzarnescu,12,22,0.5,8.8%,16.1%,9,20,0.5,7.4%,16.4%,4.1%,3.3%,1.6,26.3%,16.1%
2018 Shenzhen R32,L vs Alexandrova,3,16,0.2,2.9%,15.2%,2,14,0.1,2.2%,15.1%,1.1%,1.1%,1.3,29.5%,22.9%
2017 Tashkent R16,W vs Vondrousova,24,41,0.6,10.3%,17.5%,23,38,0.6,10.6%,17.5%,4.6%,4.6%,0.8,20.9%,26.9%
2017 Australian Open R64,L vs Williams,18,22,0.8,14.4%,17.6%,13,17,0.8,11.8%,15.5%,3.6%,7.3%,1.0,19.2%,19.2%
2017 Australian Open R128,W vs Nara,30,27,1.1,20.0%,18.0%,23,25,0.9,16.3%,17.7%,9.2%,6.4%,0.6,15.3%,25.3%
2016 US Open R128,L vs Nara,17,28,0.6,13.5%,22.2%,13,27,0.5,11.0%,22.9%,5.9%,5.1%,0.8,15.1%,19.8%
2016 Wimbledon R128,L vs Jankovic,8,16,0.5,8.6%,17.2%,8,16,0.5,9.3%,18.6%,3.5%,5.8%,2.5,26.9%,10.8%
Career (37 matches),,700,912,0.8,12.6%,16.5%,603,829,0.7,11.8%,16.3%,4.5%,4.4%,1.0,21.0%,20.2%
