Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2021 US Open R128,L vs Raducanu,19.6%,30.4%,29.5%,24.3%,37.8%,32.1%,45.0%,41.2%,50.0%,11.1%,16.7%,25.0%,50.0%,30.0%,100.0%,-40
2021 ITF La Bisbal R32,L vs Jimenez Kasintseva,23.2%,28.3%,33.8%,26.3%,35.1%,47.6%,66.7%,53.3%,100.0%,21.6%,21.6%,13.8%,41.2%,25.0%,60.0%,40
2021 Bogota QF,L vs Osorio,12.2%,14.3%,38.8%,11.1%,15.6%,42.5%,66.7%,71.4%,55.6%,13.5%,13.5%,35.6%,12.5%,85.7%,100.0%,-81
2020 Linz R16,L vs Sabalenka,17.3%,23.1%,41.0%,21.4%,32.1%,54.5%,76.5%,45.5%,100.0%,15.0%,15.0%,23.5%,66.7%,50.0%,75.0%,25
2019 Indian Wells R32,L vs Andreescu,22.7%,25.0%,33.3%,36.4%,40.9%,42.9%,61.5%,22.2%,50.0%,9.5%,9.5%,26.3%,0.0%,35.7%,0.0%,-49
2019 Indian Wells R64,W vs Stephens,26.0%,40.0%,61.8%,38.5%,53.8%,62.5%,60.0%,37.5%,100.0%,14.3%,28.6%,61.1%,7.7%,87.5%,100.0%,25
2019 Indian Wells R128,W vs Vickery,19.7%,31.1%,41.7%,29.3%,41.5%,41.4%,63.6%,36.8%,0.0%,0.0%,10.5%,42.1%,0.0%,83.3%,100.0%,-119
2018 Prague Q3,L vs Zarytska,15.9%,23.8%,54.9%,22.5%,30.0%,58.1%,75.0%,40.0%,0.0%,4.8%,14.3%,50.0%,0.0%,81.8%,100.0%,-69
2018 Lugano SF,L vs Sabalenka,28.1%,35.1%,27.5%,34.6%,42.3%,35.3%,84.6%,53.8%,40.0%,23.3%,30.0%,21.7%,7.1%,68.8%,100.0%,-65
2018 Acapulco F,L vs Tsurenko,25.2%,28.0%,35.0%,37.5%,42.9%,34.3%,71.4%,17.9%,20.0%,11.8%,11.8%,35.6%,4.8%,70.0%,71.4%,-104
2018 ITF Midland R16,L vs Buzarnescu,24.7%,32.5%,37.5%,32.6%,45.7%,38.7%,72.7%,33.3%,25.0%,13.8%,13.8%,36.0%,78.6%,26.7%,0.0%,-26
2018 Shenzhen R32,L vs Alexandrova,23.4%,27.7%,32.4%,25.0%,28.1%,29.2%,80.0%,23.5%,25.0%,23.1%,30.8%,40.0%,0.0%,28.6%,-,57
2017 Tashkent R16,W vs Vondrousova,21.6%,26.4%,41.1%,29.2%,36.1%,45.1%,78.6%,33.3%,60.0%,12.0%,14.0%,36.4%,85.7%,16.7%,0.0%,-36
2016 Istanbul SF,L vs Buyukakcay,12.5%,14.1%,33.3%,20.5%,23.1%,29.0%,61.9%,16.7%,20.0%,0.0%,0.0%,39.1%,0.0%,50.0%,33.3%,-119
2016 Istanbul R32,W vs Soylu,14.5%,16.1%,42.3%,18.9%,21.6%,40.0%,66.7%,22.7%,16.7%,8.3%,8.3%,45.5%,0.0%,54.5%,-,-56
2016 Katowice R32,W vs Tsurenko,30.6%,35.5%,39.0%,33.3%,40.5%,50.0%,55.0%,27.3%,66.7%,27.8%,27.8%,15.4%,0.0%,55.6%,50.0%,17
2015 Luxembourg QF,W vs Siegemund,31.4%,36.0%,35.6%,35.2%,40.7%,40.0%,58.3%,20.0%,25.0%,25.0%,28.1%,29.2%,11.1%,50.0%,0.0%,-104
2015 Luxembourg R16,W vs Friedsam,20.8%,27.3%,43.9%,27.3%,38.6%,50.0%,45.0%,33.3%,0.0%,13.8%,13.8%,36.0%,0.0%,11.8%,0.0%,21
2015 Linz R32,W vs Paszek,23.7%,32.2%,59.5%,40.6%,53.1%,63.2%,70.0%,33.3%,-,5.3%,10.5%,55.6%,0.0%,21.4%,50.0%,-74
2015 Bucharest R32,L vs Tatishvili,21.8%,33.3%,44.1%,29.5%,45.5%,45.2%,33.3%,39.1%,0.0%,12.5%,18.8%,42.9%,7.7%,31.6%,0.0%,-33
Career (23 matches),,22.3%,28.4%,40.0%,28.9%,37.7%,44.6%,63.0%,35.4%,42.5%,14.5%,17.4%,34.5%,18.8%,46.1%,47.9%,-20
