Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,12,1,11,8.3%,5-23,17.9%,84-157,34.9%,0-1,0.0%,9,-,-,2.2%,8.2%,56.2%,58.4%,43.1%,51.7%,39.1%,45.0%,0.81,
2011,19,6,13,31.6%,13-30,30.2%,161-216,42.7%,1-0,100.0%,13,-,-,1.0%,6.2%,61.9%,55.7%,40.4%,49.9%,44.6%,47.3%,0.89,R16 (3x)
2010,7,2,5,28.6%,7-12,36.8%,72-95,43.1%,0-0,-,7,-,-,0.7%,6.9%,60.8%,56.9%,38.0%,49.5%,45.1%,47.2%,0.89,QF (Portoroz)
2009,18,6,12,33.3%,16-23,41.0%,157-190,45.2%,2-0,100.0%,16,-,-,0.4%,4.6%,64.7%,53.7%,40.6%,49.1%,49.4%,49.3%,0.97,QF (Barcelona)
2008,4,1,3,25.0%,2-7,22.2%,34-53,39.1%,0-1,0.0%,3,-,-,0.8%,5.8%,65.7%,56.6%,31.3%,47.9%,46.4%,47.2%,0.89,R32 (2x)
2007,17,5,12,29.4%,12-27,30.8%,157-204,43.5%,0-2,0.0%,10,-,-,0.7%,5.8%,60.7%,59.0%,38.8%,51.1%,42.9%,46.9%,0.88,R16 (2x)
2006,24,10,14,41.7%,22-32,40.7%,213-240,47.0%,0-2,0.0%,8,-,-,0.4%,4.3%,66.4%,52.9%,41.6%,49.1%,45.8%,47.4%,0.90,QF (Istanbul)
2005,12,1,11,8.3%,3-22,12.0%,69-143,32.5%,0-2,0.0%,2,-,-,1.9%,8.7%,58.7%,45.9%,37.2%,42.3%,46.6%,44.7%,0.81,
2004,6,2,4,33.3%,5-9,35.7%,59-65,47.6%,1-1,50.0%,0,,,,,,,,,,,,R16 (Tashkent)
Career,119,34,85,28.6%,85-185,31.5%,1006-1363,42.5%,4-9,30.8%,68,-,-,0.9%,5.9%,62.2%,55.7%,39.9%,49.7%,45.0%,47.3%,0.89,
