Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2017,,,,,,,,,,,988,16,,
2016,1226,4,,,,,,,,,,,,
2015,841,16,,,,,,,,,,,,
2012,256,209,158,1557,160,1507,135,1521,120,1521,726,34,,
2011,62,971,115,1643,114,1601,107,1592,101,1548,180,402,,
2010,120,571,154,1573,154,1535,138,1530,120,1509,129,577,,
2009,109,588,102,1675,105,1628,87,1638,128,1501,,,,
2008,103,338,180,1521,178,1474,147,1518,165,1429,,,,
2007,129,271,178,1495,179,1460,151,1511,176,1374,,,,
2006,67,375,116,1653,117,1595,64,1665,135,1468,,,,
2005,117,307,126,1623,98,1624,115,1580,135,1471,,,,
2004,143,243,86,1722,53,1739,139,1537,120,1512,,,,
2003,275,85,,,,,,,,,,,,
