Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,57,16,41,28.1%,42-87,32.6%,482-639,43.0%,1-3,25.0%,36,-,-,0.7%,6.0%,61.5%,56.1%,41.3%,50.4%,44.9%,47.6%,0.91
Clay,54,16,38,29.6%,38-84,31.1%,444-620,41.7%,3-5,37.5%,25,-,-,0.6%,6.1%,63.0%,52.0%,37.1%,46.5%,46.4%,46.5%,0.87
Grass,8,2,6,25.0%,5-14,26.3%,80-104,43.5%,0-1,0.0%,7,-,-,2.7%,5.0%,62.2%,66.5%,42.9%,57.5%,40.9%,48.8%,0.96
Grand Slams,29,7,22,24.1%,18-48,27.3%,260-361,41.9%,0-5,0.0%,22,-,-,1.3%,5.6%,63.0%,56.2%,38.9%,49.8%,43.9%,46.7%,0.87
Premiers,14,3,11,21.4%,11-24,31.4%,124-172,41.9%,0-0,-,11,-,-,0.4%,5.8%,58.5%,56.2%,43.8%,51.1%,43.9%,47.5%,0.90
Internationals,51,16,35,31.4%,37-78,32.2%,426-573,42.6%,4-3,57.1%,26,-,-,0.6%,6.1%,62.7%,54.4%,38.7%,48.6%,45.1%,46.8%,0.88
Quarter-finals,3,0,3,0.0%,1-6,14.3%,16-38,29.6%,0-0,-,2,-,-,0.0%,2.8%,62.9%,45.6%,35.8%,42.0%,45.3%,43.5%,0.78
vs Righties,99,30,69,30.3%,72-153,32.0%,852-1139,42.8%,4-9,30.8%,57,-,-,0.9%,6.0%,62.6%,55.1%,39.7%,49.3%,45.5%,47.4%,0.90
vs Lefties,16,3,13,18.8%,10-25,28.6%,115-172,40.1%,0-0,-,9,-,-,0.3%,5.7%,60.1%,57.4%,41.6%,51.1%,40.9%,46.0%,0.84
vs Top 10,9,1,8,11.1%,2-17,10.5%,50-109,31.4%,0-0,-,7,-,-,0.5%,6.8%,61.7%,47.1%,36.7%,43.1%,43.7%,43.4%,0.77
