Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Dubai R16,L vs Griekspoor,28,20,1.4,22.4%,16.0%,16,18,0.9,16.5%,18.6%,12.4%,4.1%,3.9,24.8%,6.4%
2026 Rotterdam SF,L vs Auger Aliassime,4,13,0.3,4.8%,15.5%,0,12,0.0,0.0%,17.4%,0.0%,0.0%,2.3,29.8%,13.1%
2026 Rotterdam QF,W vs Munar,60,47,1.3,26.9%,21.1%,50,40,1.3,25.4%,20.3%,20.8%,4.1%,1.9,13.9%,7.2%
2026 Rotterdam R32,W vs Hurkacz,34,21,1.6,15.0%,9.3%,21,17,1.2,12.1%,9.8%,8.6%,2.9%,1.5,25.2%,16.8%
2026 Australian Open R16,L vs De Minaur,23,41,0.6,16.1%,28.7%,17,37,0.5,13.4%,29.1%,7.9%,4.7%,1.8,12.6%,7.0%
2026 Australian Open R128,W vs Brooksby,44,43,1.0,23.3%,22.8%,32,39,0.8,18.9%,23.1%,14.8%,4.1%,0.7,7.4%,10.6%
2026 Hong Kong F,W vs Musetti,34,26,1.3,24.3%,18.6%,24,22,1.1,20.2%,18.5%,12.6%,7.6%,1.5,12.9%,8.6%
2025 Paris Masters SF,L vs Auger Aliassime,15,16,0.9,11.5%,12.3%,9,14,0.6,8.3%,13.0%,5.6%,1.9%,2.2,23.8%,10.8%
2025 Vienna QF,L vs Sinner,21,18,1.2,18.4%,15.8%,11,14,0.8,12.0%,15.2%,7.6%,4.3%,5.3,18.4%,3.5%
2025 Vienna R16,W vs Cerundolo,40,20,2.0,34.5%,17.2%,28,16,1.8,29.8%,17.0%,8.5%,5.3%,1.4,19.8%,13.8%
2025 Hangzhou F,W vs Royer,39,30,1.3,24.7%,19.0%,18,27,0.7,14.4%,21.6%,6.4%,7.2%,1.3,14.6%,11.4%
2025 Hangzhou SF,W vs Wu,34,22,1.5,34.0%,22.0%,15,19,0.8,19.7%,25.0%,2.6%,9.2%,0.7,14.0%,20.0%
2025 US Open R16,L vs Sinner,11,31,0.4,8.3%,23.5%,9,18,0.5,8.4%,16.8%,5.6%,2.8%,1.6,17.4%,10.6%
2025 Kitzbuhel F,W vs Cazaux,36,34,1.1,29.5%,27.9%,31,27,1.1,30.1%,26.2%,13.6%,9.7%,1.0,16.4%,16.4%
2025 Kitzbuhel SF,W vs Van De Zandschulp,34,16,2.1,28.3%,13.3%,25,10,2.5,25.0%,10.0%,5.0%,3.0%,1.1,25.0%,23.3%
2025 Gstaad F,W vs Cerundolo,47,33,1.4,24.4%,17.1%,34,29,1.2,19.7%,16.8%,15.6%,4.0%,0.9,10.9%,12.4%
2025 Gstaad SF,W vs Cazaux,45,20,2.3,40.5%,18.0%,33,17,1.9,35.5%,18.3%,11.8%,12.9%,1.4,18.9%,13.5%
2025 Gstaad QF,W vs Comesana,41,21,2.0,35.7%,18.3%,30,16,1.9,34.1%,18.2%,17.0%,3.4%,1.8,21.7%,12.2%
2025 Gstaad R16,W vs Shevchenko,32,23,1.4,31.7%,22.8%,27,18,1.5,30.3%,20.2%,12.4%,5.6%,0.9,15.8%,17.8%
2025 Halle F,W vs Medvedev,31,17,1.8,22.6%,12.4%,20,12,1.7,18.7%,11.2%,12.1%,5.6%,1.9,18.2%,9.5%
Career (137 matches),,4871,4233,1.2,21.6%,18.8%,3231,3369,1.0,17.4%,18.1%,8.3%,4.7%,1.3,16.8%,12.9%
