Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,19,13,6,68.4%,30-18,62.5%,261-238,52.3%,9-6,60.0%,17,88.2%,14.7%,14.0%,4.3%,64.5%,77.1%,52.6%,68.4%,34.1%,51.0%,1.08,W (Hong Kong)
2025,59,37,22,62.7%,90-58,60.8%,771-695,52.6%,13-11,54.2%,58,86.2%,18.2%,14.8%,6.6%,61.8%,78.7%,47.9%,67.0%,34.2%,50.9%,1.04,W (4x)
2024,49,25,24,51.0%,58-64,47.5%,591-617,48.9%,10-11,47.6%,48,78.2%,19.6%,14.3%,8.0%,59.9%,75.7%,43.8%,62.9%,35.8%,49.6%,0.96,W (Montpellier)
2023,52,24,28,46.2%,62-68,47.7%,635-667,48.8%,12-15,44.4%,48,81.9%,15.9%,14.5%,9.7%,59.3%,78.9%,45.7%,65.4%,33.7%,49.7%,0.97,W (2x)
2022,60,33,27,55.0%,80-69,53.7%,748-727,50.7%,13-14,48.1%,57,81.7%,19.7%,16.8%,8.4%,59.4%,78.8%,43.7%,64.5%,36.0%,50.3%,1.02,W (Montpellier)
2021,65,35,30,53.8%,85-75,53.1%,799-776,50.7%,11-13,45.8%,64,81.6%,19.8%,17.3%,8.4%,57.4%,77.1%,46.1%,63.9%,35.1%,49.9%,0.97,F (2x)
2020,30,14,16,46.7%,32-41,43.8%,353-388,47.6%,8-5,61.5%,30,78.5%,16.2%,12.4%,6.8%,57.3%,76.1%,44.9%,62.8%,34.9%,48.7%,0.94,SF (Marseille)
2019,30,15,15,50.0%,40-45,47.1%,431-454,48.7%,12-11,52.2%,30,79.8%,17.1%,17.1%,9.4%,58.2%,75.5%,46.4%,63.3%,34.1%,48.9%,0.93,F (2x)
2018,5,1,4,20.0%,2-9,18.2%,46-67,40.7%,1-1,50.0%,5,67.3%,14.3%,4.8%,7.9%,62.6%,69.1%,39.1%,57.9%,34.0%,46.0%,0.81,R16 (Budapest)
2017,6,3,3,50.0%,7-10,41.2%,73-83,46.8%,0-0,-,6,73.1%,19.2%,17.2%,7.6%,58.0%,74.9%,42.4%,61.3%,33.8%,48.0%,0.87,QF (Moscow)
2016,4,2,2,50.0%,5-5,50.0%,46-46,50.0%,0-1,0.0%,4,66.7%,34.8%,5.5%,6.5%,57.4%,71.9%,33.9%,55.7%,42.2%,48.9%,0.95,QF (Moscow)
Career,379,202,177,53.3%,491-462,51.5%,4754-4758,50.0%,89-88,50.3%,367,81.4%,18.3%,15.2%,8.0%,59.4%,77.2%,45.6%,64.4%,34.9%,49.8%,0.98,
