Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,27,14,65.9%,64-38,62.7%,554-487,53.2%,13-12,52.0%,38,89.5%,15.9%,15.2%,5.1%,63.4%,79.8%,49.5%,68.7%,33.8%,51.3%,1.08
Clay,21,16,5,76.2%,38-16,70.4%,285-237,54.6%,5-1,83.3%,21,85.1%,22.4%,12.3%,6.8%,62.4%,76.8%,49.8%,66.6%,36.6%,51.9%,1.10
Grass,6,5,1,83.3%,12-5,70.6%,94-81,53.7%,3-1,75.0%,6,89.5%,16.5%,18.4%,5.3%,63.8%,79.5%,53.4%,70.0%,34.1%,51.9%,1.14
Grand Slams,14,10,4,71.4%,32-17,65.3%,246-220,52.8%,3-3,50.0%,14,84.2%,20.4%,12.3%,6.6%,62.9%,77.4%,46.2%,65.8%,35.2%,50.9%,1.03
Masters,17,10,7,58.8%,24-17,58.5%,218-210,50.9%,7-3,70.0%,17,87.1%,13.9%,13.5%,4.4%,62.2%,77.8%,49.6%,67.1%,33.4%,50.3%,1.02
Other Tours,34,27,7,79.4%,56-22,71.8%,439-351,55.6%,11-5,68.8%,34,91.0%,18.8%,16.8%,5.8%,63.8%,80.2%,52.6%,70.2%,35.1%,52.7%,1.18
Best of 5,14,10,4,71.4%,32-17,65.3%,246-220,52.8%,3-3,50.0%,14,84.2%,20.4%,12.3%,6.6%,62.9%,77.4%,46.2%,65.8%,35.2%,50.9%,1.03
Best of 3,54,38,16,70.4%,82-42,66.1%,687-585,54.0%,18-11,62.1%,51,89.7%,17.1%,15.6%,5.3%,63.2%,79.4%,51.5%,69.1%,34.5%,51.8%,1.12
Finals,5,5,0,100.0%,10-1,90.9%,68-50,57.6%,4-0,100.0%,5,91.4%,19.6%,16.0%,6.1%,65.2%,80.4%,51.1%,70.2%,37.3%,53.8%,1.25
Semi-finals,7,5,2,71.4%,10-6,62.5%,82-72,53.2%,1-1,50.0%,7,85.7%,20.0%,17.1%,5.1%,66.2%,78.2%,50.7%,68.9%,34.5%,51.6%,1.11
Quarter-finals,9,7,2,77.8%,14-7,66.7%,114-95,54.5%,3-2,60.0%,9,90.2%,18.6%,14.4%,5.6%,61.4%,80.6%,47.9%,68.0%,35.9%,52.2%,1.12
vs Righties,62,43,19,69.4%,103-55,65.2%,851-741,53.5%,20-14,58.8%,59,88.1%,17.6%,14.8%,5.7%,63.2%,78.6%,50.3%,68.2%,34.5%,51.4%,1.08
vs Lefties,6,5,1,83.3%,11-4,73.3%,82-64,56.2%,1-0,100.0%,6,88.0%,21.4%,12.7%,5.1%,62.1%,81.4%,47.1%,68.4%,36.8%,52.8%,1.16
vs Top 10,14,7,7,50.0%,17-23,42.5%,166-205,44.7%,2-2,50.0%,14,75.4%,14.1%,10.9%,6.3%,63.2%,72.2%,41.6%,61.0%,30.9%,46.8%,0.79
