Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),11,3345,13,1939,21,1862,11,1894,9,1839,,,,
2025,11,2845,13,1948,21,1853,11,1898,9,1843,,,,
2024,33,1420,59,1776,59,1728,73,1683,27,1738,120,720,,
2023,32,1369,44,1804,57,1732,79,1670,16,1780,,,,
2022,37,1130,40,1833,40,1787,77,1672,26,1754,,,,
2021,36,1538,52,1795,47,1750,88,1666,41,1691,,,,
2020,50,1070,65,1742,58,1706,104,1607,,,106,855,,
2019,56,919,88,1724,76,1693,167,1518,73,1637,320,152,,
2018,162,323,159,1594,144,1566,241,1446,161,1483,309,124,,
2017,117,505,150,1606,146,1568,184,1506,124,1529,,,,
2016,205,265,177,1569,165,1539,237,1425,,,861,45,,
2015,964,14,,,,,,,,,892,41,,
2014,893,16,,,,,,,,,740,55,,
