Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai R16,L vs Griekspoor,9% (1/11),0% (0/1),0/1,10% (1/10),0% (0/1),0/0,0/0,1/1,0/0,0/0
2026 Rotterdam SF,L vs Auger Aliassime,0% (0/8),- (0/0),0/4,71% (5/7),20% (1/5),0/0,0/0,0/0,0/0,0/0
2026 Rotterdam QF,W vs Munar,29% (5/17),40% (2/5),1/1,35% (6/17),83% (5/6),2/2,1/1,2/2,0/0,0/0
2026 Rotterdam R32,W vs Hurkacz,11% (2/18),100% (2/2),1/1,22% (4/18),75% (3/4),2/2,1/1,3/3,1/1,1/1
2026 Australian Open R16,L vs De Minaur,0% (0/12),- (0/0),0/4,58% (7/12),14% (1/7),0/0,0/0,0/2,0/0,0/1
2026 Australian Open R128,W vs Brooksby,40% (6/15),67% (4/6),0/1,33% (5/15),80% (4/5),4/4,3/3,0/0,1/1,0/0
2026 Hong Kong F,W vs Musetti,36% (4/11),75% (3/4),1/1,30% (3/10),67% (2/3),1/2,0/0,0/0,0/0,0/0
2025 Paris SF,L vs Auger Aliassime,18% (2/11),100% (2/2),1/3,27% (3/11),0% (0/3),1/2,0/0,2/2,0/0,0/0
2025 Vienna QF,L vs Sinner,0% (0/10),- (0/0),0/2,50% (5/10),60% (3/5),0/0,0/0,2/2,0/0,1/1
2025 Vienna R16,W vs Cerundolo,44% (4/9),75% (3/4),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2025 Hangzhou F,W vs Royer,8% (1/12),0% (0/1),0/0,8% (1/12),100% (1/1),0/0,0/0,2/2,0/0,0/0
2025 Hangzhou SF,W vs Wu,44% (4/9),75% (3/4),0/0,0% (0/9),- (0/0),2/2,1/1,0/0,1/1,0/0
2025 US Open R16,L vs Sinner,10% (1/10),0% (0/1),0/6,91% (10/11),20% (2/10),0/0,0/0,0/2,0/0,0/1
2025 Kitzbuhel F,W vs Cazaux,44% (4/9),75% (3/4),0/1,30% (3/10),67% (2/3),2/2,1/1,0/0,1/1,0/0
2025 Kitzbuhel SF,W vs Van De Zandschulp,67% (6/9),50% (3/6),0/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2025 Gstaad F,W vs Cerundolo,57% (8/14),50% (4/8),1/3,33% (5/15),40% (2/5),2/3,1/1,0/0,1/1,0/0
2025 Gstaad SF,W vs Cazaux,33% (3/9),100% (3/3),0/0,0% (0/10),- (0/0),3/3,2/2,1/1,1/1,0/0
2025 Gstaad QF,W vs Comesana,22% (2/9),100% (2/2),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2025 Gstaad R16,W vs Shevchenko,50% (4/8),100% (4/4),0/1,22% (2/9),50% (1/2),3/3,1/1,0/0,1/1,0/0
2025 Halle F,W vs Medvedev,30% (3/10),33% (1/3),0/0,18% (2/11),100% (2/2),1/1,1/1,2/2,0/0,0/0
2026 (7 matches),,19.6%,61.1%,23.1%,34.8%,51.6%,90.0%,100.0%,75.0%,100.0%,50.0%
2025 (25 matches),,28.2%,68.7%,13.5%,30.4%,38.5%,89.6%,89.3%,81.0%,87.5%,71.4%
2024 (11 matches),,27.8%,60.0%,11.5%,27.9%,39.1%,82.6%,90.9%,89.5%,100.0%,100.0%
2023 (23 matches),,24.7%,58.9%,14.3%,28.3%,44.0%,87.5%,100.0%,83.3%,100.0%,100.0%
2022 (21 matches),,23.8%,61.7%,9.5%,30.4%,36.8%,84.4%,93.3%,81.8%,100.0%,76.9%
Career (311 matches),,32.3%,68.8%,23.0%,32.7%,34.5%,79.6%,86.0%,74.4%,89.1%,66.4%
