Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,20,10,10,50.0%,8,4,4,50.0%,2017,2026,R16,17,0.88,15.4%,8.2%,60.0%,74.5%,40.3%,60.8%,34.4%,57.7%,32.6%
Roland Garros,9,Clay,19,10,9,52.6%,7,4,3,57.1%,2017,2025,QF,15,0.97,10.9%,7.4%,57.7%,74.3%,44.0%,61.5%,37.3%,60.9%,40.3%
Wimbledon,8,Grass,21,12,9,57.1%,13,8,5,61.5%,2017,2025,R16,16,1.10,19.3%,7.5%,60.7%,81.8%,47.9%,68.5%,34.8%,63.3%,37.3%
US Open,8,Hard,15,7,8,46.7%,7,2,5,28.6%,2017,2025,R16,14,0.96,16.0%,9.6%,55.8%,78.7%,41.2%,62.1%,36.3%,64.2%,43.8%
Olympics,2,,2,0,2,0.0%,1,0,1,0.0%,2021,2024,R64,1,0.37,10.9%,1.8%,74.5%,75.6%,35.7%,65.5%,12.8%,60.0%,0.0%
Davis Cup,8,,21,12,9,57.1%,11,5,6,45.5%,2019,2026,,10,1.18,16.2%,6.6%,60.6%,81.6%,52.0%,69.9%,35.5%,79.1%,34.8%
Miami Masters,8,Hard,16,8,8,50.0%,5,2,3,40.0%,2017,2026,QF,16,0.96,13.3%,7.0%,60.2%,74.1%,46.0%,62.9%,35.7%,63.2%,35.6%
Indian Wells Masters,7,Hard,12,5,7,41.7%,6,4,2,66.7%,2017,2026,R32,12,1.01,12.8%,8.7%,58.6%,78.6%,42.7%,63.7%,36.6%,67.9%,35.4%
Dubai,7,Hard,15,8,7,53.3%,11,6,5,54.5%,2020,2026,F,15,0.94,15.2%,6.1%,61.2%,75.7%,51.2%,66.2%,31.7%,68.2%,42.2%
Rotterdam,7,Hard,13,6,7,46.2%,9,4,5,44.4%,2020,2026,SF,13,0.87,11.6%,5.7%,55.9%,77.6%,50.6%,65.7%,29.7%,68.4%,34.7%
Metz,3,Hard,7,4,3,57.1%,5,1,4,20.0%,2022,2025,F,7,1.06,13.9%,7.4%,65.0%,76.3%,45.3%,65.5%,36.8%,54.1%,44.2%
Paris Masters,7,Hard,15,8,7,53.3%,7,4,3,57.1%,2019,2025,SF,15,0.91,15.1%,8.5%,59.3%,77.0%,43.2%,63.2%,33.5%,64.5%,32.9%
