Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dubai R16,L vs Griekspoor,49.2%,36.7%,6.6%,3/1,2.12,10.3%,40.0%,31.3%,5.0%,2.29,19.0%,66.7%,42.9%,9.5%,1.91,0.0%
2026 Rotterdam SF,L vs Auger Aliassime,45.0%,22.2%,10.0%,1/3,2.79,6.9%,39.3%,9.1%,7.1%,2.80,10.0%,77.8%,42.9%,22.2%,2.75,0.0%
2026 Rotterdam QF,W vs Munar,68.2%,46.7%,1.8%,2/0,2.16,37.0%,60.7%,35.1%,0.0%,1.99,70.7%,79.2%,57.9%,4.2%,2.33,2.5%
2026 Rotterdam R32,W vs Hurkacz,51.4%,43.6%,4.7%,4/1,2.22,29.6%,37.5%,23.8%,3.6%,2.08,48.8%,81.0%,55.9%,7.1%,2.38,7.9%
2026 Australian Open R32,L vs De Minaur,59.7%,35.1%,14.5%,5/4,2.33,16.4%,54.1%,35.0%,13.5%,2.43,25.6%,70.8%,35.3%,16.7%,2.17,0.0%
2026 Australian Open R128,W vs Brooksby,68.0%,57.6%,2.1%,2/0,2.31,21.1%,65.0%,56.4%,3.3%,2.21,28.2%,77.1%,59.3%,0.0%,2.56,5.6%
2026 Hong Kong F,W vs Musetti,75.3%,50.9%,2.7%,2/0,2.50,45.0%,76.1%,48.6%,4.3%,2.50,62.1%,76.9%,55.0%,0.0%,2.50,0.0%
2025 Paris SF,L vs Auger Aliassime,59.0%,44.4%,6.6%,2/2,2.73,8.9%,52.5%,28.6%,5.0%,2.75,16.7%,78.9%,66.7%,10.5%,2.71,0.0%
2025 Vienna QF,L vs Sinner,55.6%,20.0%,8.9%,1/3,2.10,11.6%,46.7%,14.3%,10.0%,1.94,18.5%,73.3%,27.3%,6.7%,2.38,0.0%
2025 Vienna R16,W vs Cerundolo,60.0%,56.7%,4.0%,2/0,2.39,35.3%,51.5%,58.8%,3.0%,2.28,46.2%,86.7%,53.8%,6.7%,2.75,0.0%
2025 Hangzhou F,W vs Royer,65.8%,37.5%,0.0%,0/0,2.50,8.3%,57.8%,38.5%,0.0%,2.44,16.0%,81.5%,36.4%,0.0%,2.57,0.0%
2025 Hangzhou SF,W vs Wu,72.7%,57.5%,1.8%,0/1,2.44,0.0%,71.4%,44.0%,2.9%,2.27,0.0%,75.0%,80.0%,0.0%,2.75,0.0%
2025 US Open R16,L vs Sinner,56.6%,36.7%,7.5%,2/2,2.02,0.0%,41.9%,46.2%,9.7%,2.00,0.0%,81.0%,29.4%,4.8%,2.06,0.0%
2025 Kitzbuhel F,W vs Cazaux,72.1%,56.8%,0.0%,0/0,2.23,15.4%,71.9%,43.5%,0.0%,2.19,28.6%,72.4%,71.4%,0.0%,2.28,0.0%
2025 Kitzbuhel SF,W vs Van De Zandschulp,71.4%,53.3%,4.8%,3/0,2.48,16.7%,69.0%,51.7%,2.4%,2.44,6.3%,88.9%,56.3%,11.1%,2.56,37.5%
2025 Gstaad F,W vs Cerundolo,81.0%,50.6%,2.0%,0/2,2.28,10.9%,76.7%,51.8%,2.7%,2.10,17.2%,100.0%,48.0%,0.0%,2.44,3.8%
2025 Gstaad SF,W vs Cazaux,69.0%,62.5%,5.2%,2/1,2.45,42.9%,64.5%,60.0%,6.5%,2.48,52.4%,76.9%,65.0%,3.8%,2.36,14.3%
2025 Gstaad QF,W vs Comesana,62.3%,48.5%,0.0%,0/0,2.29,41.2%,65.9%,37.0%,0.0%,1.95,57.9%,66.7%,100.0%,0.0%,2.73,20.0%
2025 Gstaad R16,W vs Shevchenko,71.4%,60.0%,0.0%,0/0,2.37,46.7%,72.4%,57.1%,0.0%,2.44,66.7%,77.8%,64.3%,0.0%,2.25,16.7%
2025 Halle F,W vs Medvedev,55.9%,55.3%,4.4%,2/1,2.11,20.6%,56.8%,48.0%,6.8%,2.17,28.6%,61.9%,69.2%,0.0%,2.00,7.7%
Career (108 matches),,66.0%,44.9%,3.9%,54.0%,2.18,18.5%,63.0%,41.1%,3.3%,2.15,28.4%,79.1%,50.7%,5.6%,2.21,5.9%
