Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
05-Jan-2026,Hong Kong,Hard,F,11,7,(2) Bublik d. (1) Lorenzo Musetti [ITA],7-6(2) 6-3,1.33,14.9%,6.0%,76.1%,78.4%,43.8%,2/3,1:38
17-Sep-2025,Hangzhou,Hard,F,19,88,(3) Bublik d. (Q) Valentin Royer [FRA],7-6(4) 7-6(4),0.96,24.7%,3.5%,61.2%,80.8%,60.6%,2/2,1:51
21-Jul-2025,Kitzbuhel,Clay,F,30,100,(1) Bublik d. Arthur Cazaux [FRA],6-4 6-3,1.32,8.2%,11.5%,52.5%,84.4%,51.7%,4/5,1:24
14-Jul-2025,Gstaad,Clay,F,34,109,(2) Bublik d. Juan Manuel Cerundolo [ARG],6-4 4-6 6-3,1.22,13.8%,4.3%,66.0%,80.6%,34.4%,7/10,2:07
16-Jun-2025,Halle,Grass,F,45,11,Bublik d. (3) Daniil Medvedev [RUS],6-3 7-6(4),1.43,15.9%,7.2%,69.6%,79.2%,66.7%,2/2,1:21
13-May-2025,Turin CH,Clay,F,76,73,(8) Bublik d. (7) Bu Yunchaokete [CHN],6-3 6-3,1.42,12.8%,4.3%,55.3%,76.9%,52.4%,0/2,1:13
11-Mar-2025,Phoenix CH,Hard,F,82,80,Joao Fonseca [BRA] d. Bublik,7-6(5) 7-6(0),0.80,14.4%,9.6%,57.7%,65.0%,47.7%,9/11,1:43
26-Feb-2024,Dubai,Hard,F,23,18,(5) Ugo Humbert [FRA] d. (7) Bublik,6-4 6-3,0.73,12.7%,9.5%,61.9%,66.7%,50.0%,4/6,1:25
29-Jan-2024,Montpellier,Hard,F,27,37,(2) Bublik d. (4) Borna Coric [CRO],5-7 6-2 6-3,1.21,21.1%,6.7%,61.1%,80.0%,42.9%,5/7,2:18
16-Oct-2023,Antwerp,Hard,F,36,38,(3) Bublik d. (4) Arthur Fils [FRA],6-4 6-4,1.31,17.5%,17.5%,58.7%,97.3%,34.6%,3/3,1:15
