Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2004,,,,,,,,,,,1760,1,,
1995,,,,,,,,,,,885,16,,
1993,402,,120,1710,108,1675,58,1762,,,598,42,,
1992,179,,65,1813,73,1749,39,1832,,,165,366,,
1991,70,,56,1838,56,1767,22,1882,,,57,859,,
1990,6,,35,1875,28,1823,8,1945,35,1727,56,787,,
1989,17,,13,1951,16,1898,8,1965,18,1791,24,,,
1988,24,,22,1944,19,1886,12,1969,,,17,,,
1987,11,,14,2023,11,1968,9,2018,18,1827,11,,,
1986,10,,12,2010,9,1962,8,2004,25,1773,1,,,
1985,15,,12,2011,12,1932,9,2001,,,17,,,
1984,5,,5,2145,6,2015,5,2136,8,1916,33,,,
1983,14,,7,2033,10,1922,10,2012,,,,,,
1982,15,,22,1950,27,1815,16,1939,38,1737,,,,
1981,37,,17,1972,34,1800,13,1970,,,,,,
1980,42,,39,1877,77,1667,29,1874,55,1715,,,,
1979,61,,75,1749,89,1627,64,1736,,,,,,
