Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1995,2,2,0,100.0%,5-0,100.0%,31-15,67.4%,1-0,100.0%,0,,,,,,,,,,,,
1993,12,6,6,50.0%,20-13,60.6%,169-142,54.3%,4-1,80.0%,8,63.2%,25.2%,5.7%,4.0%,58.8%,66.0%,43.1%,56.6%,38.5%,48.2%,0.89,QF (Atlanta)
1992,24,12,12,50.0%,33-27,55.0%,304-277,52.3%,4-5,44.4%,22,75.5%,24.7%,6.7%,4.5%,55.2%,71.3%,46.7%,60.3%,38.5%,49.8%,0.97,SF (Bologna)
1991,39,20,19,51.3%,50-46,52.1%,475-451,51.3%,6-5,54.5%,39,77.0%,25.3%,7.5%,4.1%,56.1%,72.7%,48.7%,62.2%,39.1%,50.7%,1.03,W (Brasilia)
1990,65,38,27,58.5%,78-65,54.5%,684-628,52.1%,22-13,62.9%,0,,,,,,,,,,,,W (3x)
1989,49,32,17,65.3%,68-41,62.4%,526-466,53.0%,13-12,52.0%,0,,,,,,,,,,,,W (2x)
1988,55,36,19,65.5%,76-56,57.6%,636-567,52.9%,13-4,76.5%,0,,,,,,,,,,,,F (2x)
1987,70,51,19,72.9%,112-56,66.7%,877-690,56.0%,19-11,63.3%,0,,,,,,,,,,,,W (Forest Hills)
1986,84,61,23,72.6%,121-64,65.4%,958-773,55.3%,16-13,55.2%,0,,,,,,,,,,,,W (4x)
1985,40,26,14,65.0%,58-37,61.1%,481-390,55.2%,5-3,62.5%,0,,,,,,,,,,,,W (Hong Kong)
1984,78,63,15,80.8%,120-46,72.3%,890-600,59.7%,29-8,78.4%,0,,,,,,,,,,,,W (5x)
1983,66,46,20,69.7%,97-49,66.4%,741-589,55.7%,12-6,66.7%,0,,,,,,,,,,,,W (Dallas)
1982,79,53,26,67.1%,108-73,59.7%,924-811,53.3%,12-9,57.1%,0,,,,,,,,,,,,W (2x)
1981,59,37,22,62.7%,80-50,61.5%,624-521,54.5%,14-9,60.9%,0,,,,,,,,,,,,W (Bordeaux)
1980,59,36,23,61.0%,72-54,57.1%,593-519,53.3%,7-5,58.3%,0,,,,,,,,,,,,F (Sarasota)
1979,21,12,9,57.1%,22-25,46.8%,228-228,50.0%,6-1,85.7%,0,,,,,,,,,,,,SF (2x)
1978,3,1,2,33.3%,4-6,40.0%,45-51,46.9%,0-0,-,0,,,,,,,,,,,,
Career,805,532,273,66.1%,1124-708,61.4%,9186-7718,54.3%,183-105,63.5%,69,74.8%,25.1%,7.0%,4.2%,56.1%,71.3%,47.3%,60.8%,38.8%,50.1%,0.99,
