Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-07-15),1015,16,,,,,,,,,,,,
2023,297,232,381,1256,343,1271,367,1217,251,1225,,,,
2022,220,294,334,1305,316,1301,317,1264,,,,,,
2021,475,101,,,,,,,,,,,,
2020,452,96,,,,,,,,,969,25,,
2019,460,88,,,,,,,,,912,28,,
2018,665,16,,,,,,,,,666,29,,
2017,903,13,,,,,,,,,,,,
