Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,3,1,2,33.3%,2-4,33.3%,22-27,44.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (W15 Monastir)
2023,41,24,17,58.5%,54-37,59.3%,451-362,55.5%,1-3,25.0%,2,57.1%,23.8%,0.6%,8.1%,65.6%,58.1%,43.6%,53.1%,37.3%,46.2%,0.80,W (W25 Tucuman)
2022,74,48,26,64.9%,105-66,61.4%,864-742,53.8%,13-8,61.9%,3,62.5%,28.2%,1.2%,5.2%,63.1%,59.7%,46.2%,54.8%,39.8%,47.1%,0.88,W (3x)
2021,59,43,16,72.9%,90-40,69.2%,664-462,59.0%,5-4,55.6%,0,,,,,,,,,,,,W (3x)
2020,13,7,6,53.8%,17-13,56.7%,137-128,51.7%,1-1,50.0%,0,,,,,,,,,,,,F (W15 Manacor)
2019,38,23,15,60.5%,51-35,59.3%,424-357,54.3%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2018,23,12,11,52.2%,30-23,56.6%,251-223,53.0%,2-3,40.0%,0,,,,,,,,,,,,F (Heraklion $15K)
2017,28,13,15,46.4%,28-35,44.4%,279-296,48.5%,2-4,33.3%,0,,,,,,,,,,,,SF (Madrid $15K)
2016,3,0,3,0.0%,0-6,0.0%,12-37,24.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
Career,282,171,111,60.6%,377-259,59.3%,3104-2634,54.1%,27-27,50.0%,5,60.7%,26.7%,1.0%,6.3%,64.1%,59.1%,45.3%,54.1%,39.0%,46.8%,0.85,
