Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Biella Q2,L vs Naito,30% (3/10),100% (3/3),1/6,80% (8/10),25% (2/8),1/3,0/0,2/2,0/0,1/1
2019 W60 La Bisbal D'Emporda R16,L vs Badosa,38% (3/8),67% (2/3),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/0
2019 W15 Tabarka F,W vs Carreras,56% (5/9),60% (3/5),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2019 W15 Tabarka SF,W vs Tubello,78% (7/9),86% (6/7),1/2,50% (4/8),50% (2/4),3/4,0/0,0/0,0/0,0/0
2019 W15 Tabarka QF,W vs Berberovic,75% (6/8),83% (5/6),0/1,25% (2/8),50% (1/2),4/5,2/3,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Orange,63% (5/8),100% (5/5),0/1,38% (3/8),67% (2/3),5/5,2/2,0/0,1/1,0/0
2019 W15 Tabarka R32,W vs Loliee,100% (8/8),75% (6/8),0/1,29% (2/7),50% (1/2),4/5,1/1,0/0,0/0,0/0
2019 W25 Tunis R32,L vs Maristany Zuleta De Reales,56% (9/16),89% (8/9),3/8,56% (9/16),11% (1/9),4/7,0/2,3/3,0/0,1/1
2019 W15 Tabarka R32,L vs Lantigua De La Nuez,73% (8/11),75% (6/8),3/6,82% (9/11),11% (1/9),2/6,0/1,0/2,0/0,0/1
2019 W15 Tabarka SF,L vs Lodikova,89% (8/9),75% (6/8),5/8,90% (9/10),0% (0/9),1/6,0/0,0/1,0/0,0/1
2019 W15 Tabarka QF,W vs Stokke,86% (6/7),83% (5/6),1/1,38% (3/8),67% (2/3),5/5,2/2,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Crescenzi,75% (6/8),100% (6/6),2/2,38% (3/8),33% (1/3),4/5,1/1,0/0,0/0,0/0
2019 W15 Tabarka R32,W vs Kuzmova,67% (8/12),75% (6/8),1/3,23% (3/13),0% (0/3),4/6,2/2,1/1,1/1,0/0
2019 W15 Tabarka F,W vs Lodikova,70% (7/10),100% (7/7),4/5,60% (6/10),17% (1/6),0/5,0/2,0/0,0/1,0/0
2019 W15 Tabarka SF,W vs Fonte,86% (6/7),100% (6/6),1/1,29% (2/7),50% (1/2),3/4,0/1,0/0,0/1,0/0
2019 W15 Tabarka QF,W vs Remy,80% (8/10),75% (6/8),1/3,30% (3/10),0% (0/3),3/4,0/1,0/0,0/0,0/0
2019 W15 Tabarka R16,W vs Makatsaria,63% (5/8),80% (4/5),0/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2019 W15 Tabarka R32,W vs Audenaert,75% (6/8),100% (6/6),2/2,25% (2/8),0% (0/2),4/5,1/1,0/0,0/0,0/0
2019 W15 Manacor QF,W vs Payola,67% (8/12),100% (8/8),2/5,46% (6/13),0% (0/6),5/7,1/1,0/1,1/1,0/0
2019 W15 Manacor R16,W vs Garland,67% (6/9),83% (5/6),0/2,22% (2/9),0% (0/2),2/3,0/0,0/0,0/0,0/0
2019 (22 matches),,65.3%,84.8%,48.0%,46.7%,22.4%,65.4%,53.1%,53.8%,53.8%,50.0%
2018 (1 matches),,0.0%,-,0.0%,71.4%,0.0%,-,-,100.0%,-,-
2017 (21 matches),,49.3%,79.3%,36.9%,53.7%,19.7%,53.8%,66.7%,53.6%,66.7%,66.7%
2016 (2 matches),,52.9%,77.8%,36.4%,77.8%,0.0%,16.7%,-,40.0%,-,33.3%
Career (46 matches),,56.3%,82.3%,40.6%,51.6%,19.4%,59.2%,57.4%,53.2%,57.9%,57.9%
