Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Petange R16,L vs Vandromme,18.0%,24.6%,38.8%,12.5%,22.5%,37.1%,5.0%,65.0%,66.7%,30.0%,30.0%,42.9%,0.0%,66.7%,50.0%,-104
2025 ITF Funchal R32,W vs Mcdonald,27.9%,34.9%,51.6%,30.8%,38.5%,55.6%,28.6%,41.7%,0.0%,23.5%,29.4%,46.2%,33.3%,9.1%,-,-104
2025 Rovereto R32,L vs Ambrosio,12.4%,20.2%,36.4%,15.5%,27.6%,40.8%,29.6%,64.5%,70.0%,6.7%,6.7%,28.6%,0.0%,58.3%,50.0%,-65
Last 52 Weeks (3 matches),,17.6%,24.9%,40.1%,17.7%,28.2%,42.2%,21.3%,60.3%,60.0%,17.9%,19.4%,36.4%,6.3%,45.7%,50.0%,-86
Career (3 matches),,17.6%,24.9%,40.1%,17.7%,28.2%,42.2%,21.3%,60.3%,60.0%,17.9%,19.4%,36.4%,6.3%,45.7%,50.0%,-86
