Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,29,15,14,51.7%,34-32,51.5%,299-299,50.0%,0-3,0.0%,26,64.8%,37.4%,3.0%,2.7%,62.2%,63.8%,43.5%,56.1%,44.9%,50.7%,1.02,F (2x)
2024,44,25,19,56.8%,57-46,55.3%,511-478,51.7%,9-5,64.3%,2,57.9%,11.1%,1.5%,3.1%,59.2%,59.7%,45.3%,53.8%,27.6%,42.5%,0.60,W (W35 San Rafael)
2023,43,18,25,41.9%,45-58,43.7%,478-496,49.1%,5-6,45.5%,3,61.3%,31.3%,6.5%,4.7%,56.3%,66.9%,42.6%,56.3%,41.0%,48.8%,0.94,F (W25 Lousada)
2022,42,26,16,61.9%,53-41,56.4%,457-436,51.2%,7-2,77.8%,2,70.4%,25.0%,8.8%,0.0%,61.0%,67.0%,51.6%,61.0%,40.7%,50.3%,1.04,W (2x)
2021,35,21,14,60.0%,46-35,56.8%,418-367,53.2%,5-5,50.0%,6,70.3%,37.1%,3.6%,1.3%,57.0%,64.1%,52.4%,59.1%,44.4%,51.7%,1.09,W (W25 Madrid)
2020,11,4,7,36.4%,13-16,44.8%,128-149,46.2%,2-0,100.0%,4,51.2%,43.9%,2.6%,2.6%,61.2%,53.7%,45.2%,50.4%,49.5%,49.9%,1.00,R16 (2x)
2019,46,28,18,60.9%,62-42,59.6%,502-437,53.5%,3-3,50.0%,1,14.3%,14.3%,2.2%,4.3%,58.7%,33.3%,36.8%,34.8%,30.0%,32.6%,0.46,F (2x)
2018,38,23,15,60.5%,48-39,55.2%,432-376,53.5%,4-5,44.4%,1,37.5%,12.5%,6.5%,6.5%,63.0%,48.3%,41.2%,45.7%,38.3%,41.5%,0.71,F (2x)
2017,34,17,17,50.0%,42-35,54.5%,372-330,53.0%,2-4,33.3%,0,,,,,,,,,,,,W (Redding CA $25K)
2016,35,17,18,48.6%,40-38,51.3%,362-352,50.7%,4-2,66.7%,0,,,,,,,,,,,,F (Midland MI $100K)
2015,29,19,10,65.5%,41-25,62.1%,333-267,55.5%,0-2,0.0%,0,,,,,,,,,,,,F (Landisville PA $25K)
2014,1,0,1,0.0%,1-2,33.3%,16-18,47.1%,0-0,-,0,,,,,,,,,,,,R32 (New Braunfels TX 50K)
2013,12,7,5,58.3%,16-15,51.6%,137-146,48.4%,1-0,100.0%,0,,,,,,,,,,,,F (Redding CA 25K)
2011,12,8,4,66.7%,18-9,66.7%,137-96,58.8%,1-1,50.0%,0,,,,,,,,,,,,W (Landisville PA 10K)
2010,4,3,1,75.0%,6-3,66.7%,49-32,60.5%,0-1,0.0%,0,,,,,,,,,,,,SF (Landisville PA 10K)
2009,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Landisville PA 10K)
Career,416,231,185,55.5%,522-438,54.4%,4635-4291,51.9%,43-39,52.4%,45,62.8%,34.9%,3.6%,2.6%,60.7%,62.4%,45.3%,55.7%,43.8%,49.8%,0.99,
