Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Australian Open R128,L vs Stosur,0.95,0.84,67.0,4.7,9.8%,58.8%,3.9%,58.8%,30.9%,42.3%
2019 W100 Manchester R16,L vs Diyas,1.22,0.33,28.3,2.2,-,33.3%,-,35.0%,11.8%,23.5%
2019 W100 Bonita Springs FL R32,W vs Gibbs,1.23,1.26,50.7,9.3,2.1%,48.9%,0.0%,60.9%,34.1%,59.0%
2019 W100 Charleston SC R32,W vs Sanesi,1.15,1.81,48.9,2.2,6.7%,73.3%,0.0%,76.0%,51.7%,26.9%
2019 W25 Sunderland QF,W vs Noel,1.34,1.54,38.7,5.0,0.0%,46.9%,0.0%,72.4%,52.8%,40.6%
2019 W25 Sunderland R16,W vs Allen,1.08,1.40,50.1,3.5,3.3%,60.0%,0.0%,60.7%,47.4%,55.6%
2019 W25 Sunderland R32,W vs Steur,0.94,1.47,48.9,2.7,7.1%,60.7%,8.7%,60.9%,50.0%,73.1%
2019 W60 Croissy Beaubourg F,L vs Diatchenko,0.96,0.56,39.1,2.4,4.0%,48.0%,4.5%,36.4%,25.9%,41.7%
2019 W60 Croissy Beaubourg SF,W vs Dart,1.00,1.69,45.2,2.0,21.4%,71.4%,3.7%,70.4%,53.3%,44.4%
2019 W60 Croissy Beaubourg R16,W vs Badosa,0.99,1.19,73.7,4.0,8.7%,65.2%,7.0%,58.1%,44.9%,46.8%
2019 W60 Croissy Beaubourg R32,W vs Ozgen,0.99,1.34,61.9,2.6,3.0%,66.7%,10.3%,58.6%,52.6%,47.4%
2019 W25 Yokohama R32,L vs Morgina,0.94,0.80,63.1,2.4,4.3%,47.8%,0.0%,56.1%,35.9%,45.9%
2019 W25 Osaka R16,L vs Tere Apisah,0.91,0.83,59.7,3.3,6.7%,48.9%,0.0%,44.2%,50.0%,47.5%
2019 W60 Kyoto SF,L vs In Albon,0.97,0.82,63.4,5.6,-,54.3%,-,46.3%,40.4%,42.9%
2019 W60 Kyoto R16,W vs Sato,1.09,1.90,41.2,2.1,16.0%,76.0%,13.0%,65.2%,48.1%,53.8%
2019 W60 Kyoto R32,W vs Melnikova,1.06,1.49,48.4,2.0,8.8%,61.8%,6.5%,71.0%,41.9%,53.3%
2019 W100 Midland MI SF,L vs Pegula,0.78,0.61,37.2,2.2,0.0%,66.7%,4.2%,54.2%,36.4%,24.1%
2019 W100 Midland MI R16,W vs Govortsova,0.99,2.09,45.2,2.0,8.3%,79.2%,5.0%,75.0%,44.0%,52.4%
2019 W100 Midland MI R32,W vs Lao,0.99,1.60,49.7,2.5,22.2%,70.4%,12.5%,66.7%,56.3%,45.2%
2019 Newport Beach R64,L vs Mchale,1.06,0.49,31.4,2.1,4.2%,37.5%,0.0%,31.8%,31.8%,27.8%
2022 (1 matches),,0.95,0.84,67.0,4.7,9.8%,58.8%,3.9%,58.8%,30.9%,42.3%
2019 (19 matches),,1.03,1.10,51.2,2.7,6.3%,58.3%,3.6%,57.8%,43.6%,45.9%
2018 (1 matches),,0.89,0.63,45.6,2.9,8.3%,41.7%,4.5%,50.0%,33.3%,43.3%
2017 (25 matches),,1.00,1.08,54.2,2.8,3.8%,56.4%,2.8%,56.2%,48.1%,45.7%
2016 (24 matches),,0.98,1.01,56.4,2.7,2.9%,58.1%,1.6%,55.0%,43.0%,47.1%
Career (97 matches),,1.01,1.06,55.0,2.7,4.0%,57.7%,2.9%,56.9%,44.5%,45.6%
