Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 Australian Open R128,L vs Stosur,0.0%,-,6.2%,53.8%,7.7%,10.3%,0.0%,7.9%,50.0%,0.0%,-,-41,-17
2015 ITF Sacramento QF,L vs Austin,0.0%,-,3.4%,66.7%,5.7%,5.6%,0.0%,6.5%,23.5%,0.0%,-,-116,-107
Career (2 matches),,0.0%,-,4.9%,57.9%,6.7%,7.7%,0.0%,7.4%,32.0%,0.0%,-,-77,-59
