Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,14,8,6,57.1%,5,5,0,100.0%,2019,2026,R64,14,1.04,11.4%,5.2%,55.7%,73.7%,50.9%,63.6%,37.7%,48.8%,36.0%
Roland Garros,3,Clay,4,1,3,25.0%,0,0,0,-,2019,2023,Q2,4,0.84,6.1%,7.3%,50.6%,67.2%,38.5%,53.0%,39.4%,57.1%,53.3%
Wimbledon,4,Grass,12,7,5,58.3%,14,10,4,71.4%,2018,2025,R64,11,1.04,12.6%,3.8%,58.0%,76.9%,53.7%,67.2%,34.1%,59.5%,50.0%
US Open,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2019,2025,R128,4,0.92,10.3%,5.7%,52.9%,70.1%,46.3%,58.9%,37.7%,51.4%,40.7%
Davis Cup,5,,6,4,2,66.7%,1,0,1,0.0%,2018,2026,,5,1.19,10.9%,4.1%,49.6%,80.3%,51.5%,65.8%,40.5%,50.0%,60.9%
Shanghai Masters,3,Hard,9,6,3,66.7%,7,4,3,57.1%,2023,2025,R32,9,1.11,9.9%,4.0%,58.6%,75.1%,51.4%,65.3%,38.5%,57.1%,38.0%
Tokyo,6,Hard,9,3,6,33.3%,5,0,5,0.0%,2017,2025,R16,9,0.92,10.2%,4.7%,56.8%,72.8%,49.1%,62.6%,34.4%,58.5%,47.1%
Washington,4,Hard,11,7,4,63.6%,5,3,2,60.0%,2018,2025,R16,11,1.09,9.1%,4.9%,51.5%,74.6%,56.8%,66.0%,36.9%,63.3%,29.9%
Miami Masters,2,Hard,5,3,2,60.0%,3,2,1,66.7%,2023,2025,R64,5,1.10,14.3%,6.1%,52.4%,77.6%,48.4%,63.7%,39.9%,56.7%,36.4%
Indian Wells Masters,2,Hard,7,5,2,71.4%,4,1,3,25.0%,2023,2025,R16,7,1.15,14.2%,3.2%,54.8%,76.2%,52.8%,65.6%,39.6%,58.6%,39.6%
Los Cabos,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2021,2024,Q2,4,1.02,9.4%,6.4%,53.2%,74.9%,43.4%,60.2%,40.5%,59.0%,44.1%
