Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,16,19,45.7%,37-46,44.6%,411-426,49.1%,8-9,47.1%,34,79.6%,18.3%,11.0%,4.9%,53.8%,75.9%,50.9%,64.3%,35.6%,49.6%,1.00
Clay,7,3,4,42.9%,7-8,46.7%,76-73,51.0%,0-3,0.0%,7,81.1%,22.2%,9.4%,6.3%,52.5%,74.0%,45.7%,60.5%,35.5%,49.0%,0.90
Grass,5,3,2,60.0%,9-7,56.3%,89-84,51.4%,3-3,50.0%,5,92.0%,10.8%,17.2%,4.7%,58.2%,80.4%,55.8%,70.1%,30.8%,51.1%,1.03
Grand Slams,6,2,4,33.3%,9-14,39.1%,113-128,46.9%,3-1,75.0%,6,82.0%,10.9%,10.9%,4.7%,58.5%,76.7%,49.5%,65.4%,31.1%,48.6%,0.90
Masters,15,9,6,60.0%,19-17,52.8%,196-186,51.3%,5-6,45.5%,15,83.6%,19.7%,13.0%,4.3%,55.1%,76.3%,53.5%,66.1%,36.8%,51.0%,1.08
Other Tours,20,7,13,35.0%,17-26,39.5%,205-220,48.2%,3-7,30.0%,20,80.0%,16.9%,11.2%,6.2%,52.2%,75.4%,49.2%,62.9%,34.1%,48.6%,0.92
Best of 5,6,2,4,33.3%,9-14,39.1%,113-128,46.9%,3-1,75.0%,6,82.0%,10.9%,10.9%,4.7%,58.5%,76.7%,49.5%,65.4%,31.1%,48.6%,0.90
Best of 3,41,20,21,48.8%,44-47,48.4%,463-455,50.4%,8-14,36.4%,40,81.6%,19.5%,11.9%,5.2%,53.2%,76.2%,51.2%,64.5%,35.9%,50.0%,1.01
Quarter-finals,1,0,1,0.0%,0-1,0.0%,4-6,40.0%,0-0,-,1,80.0%,0.0%,7.7%,3.8%,42.3%,90.9%,46.7%,65.4%,20.0%,43.1%,0.58
vs Righties,39,17,22,43.6%,41-51,44.6%,459-464,49.7%,6-13,31.6%,38,81.7%,18.2%,11.7%,5.3%,52.8%,77.1%,51.1%,64.8%,35.1%,49.7%,1.00
vs Lefties,8,5,3,62.5%,12-10,54.5%,117-119,49.6%,5-2,71.4%,8,81.5%,15.8%,12.0%,4.2%,59.6%,74.0%,49.7%,64.2%,34.3%,50.0%,0.96
vs Top 10,3,0,3,0.0%,1-6,14.3%,33-44,42.9%,1-2,33.3%,3,78.4%,8.1%,13.7%,5.0%,52.7%,82.7%,41.2%,63.1%,29.3%,46.5%,0.79
