Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Indian Wells R16,L vs Griekspoor,1.00,0.56,53.2,2.8,10.7%,57.1%,7.7%,61.5%,15.2%,32.1%
2025 Indian Wells R32,W vs Tiafoe,0.87,1.29,70.9,2.2,32.4%,75.7%,11.8%,64.7%,40.9%,46.5%
2023 US Open R128,L vs Mannarino,0.99,0.79,45.5,2.2,10.7%,66.7%,9.3%,58.7%,37.1%,21.0%
2023 Wimbledon R64,L vs Zverev,0.97,0.67,34.7,2.3,16.7%,65.0%,12.7%,65.5%,25.0%,22.9%
2023 Wimbledon R128,W vs Huesler,1.09,1.05,45.5,8.5,12.9%,70.3%,9.7%,69.9%,27.2%,30.9%
2023 Stuttgart R16,L vs Hurkacz,0.89,0.86,88.7,5.1,26.2%,73.8%,17.5%,71.9%,18.6%,34.6%
2023 Australian Open R64,L vs Korda,0.91,0.73,35.5,2.5,8.2%,51.0%,4.3%,58.7%,36.1%,36.2%
2019 Gatineau CH R64,W vs Grills,0.81,1.26,58.7,4.1,-,70.0%,-,59.5%,54.2%,54.3%
2019 Indian Wells CH R32,L vs Rosol,0.89,0.84,69.0,3.3,4.5%,52.3%,5.3%,68.4%,50.0%,25.0%
2019 Indian Wells CH R64,W vs Khan,1.01,1.31,56.4,5.1,-,62.5%,-,67.6%,44.7%,46.7%
2019 Delray Beach R32,L vs Lacko,0.91,0.71,55.8,2.1,13.9%,66.7%,3.0%,57.6%,37.1%,21.2%
2019 Delray Beach Q2,W vs Arevalo,1.31,1.72,40.2,2.1,10.3%,79.3%,16.7%,54.2%,40.0%,44.4%
2019 Delray Beach Q1,W vs Bolt,0.87,3.61,31.2,2.1,27.8%,88.9%,25.0%,81.3%,69.6%,52.4%
2019 New York Q1,L vs Arnaboldi,0.80,0.84,68.4,4.2,13.0%,69.6%,4.8%,57.1%,42.6%,33.3%
2018 Kobe CH F,L vs Ito,0.87,0.81,69.9,4.7,4.4%,53.3%,0.0%,62.5%,39.2%,40.0%
2018 Kobe CH SF,W vs Nishioka,0.87,1.25,73.3,4.1,13.0%,71.7%,7.0%,62.8%,50.0%,42.6%
2018 Kobe CH QF,W vs Soeda,1.05,1.34,53.3,3.1,0.0%,68.8%,6.7%,56.7%,36.6%,59.5%
2018 Canberra CH QF,L vs Nishioka,1.09,0.58,35.7,2.1,6.5%,45.2%,0.0%,41.4%,23.8%,36.8%
2018 Tokyo R16,L vs Raonic,1.12,0.44,52.5,2.1,8.8%,61.8%,6.7%,66.7%,13.3%,14.8%
2018 Tokyo R32,W vs Haase,0.90,1.33,56.7,4.8,12.2%,75.6%,13.5%,64.9%,32.7%,56.0%
2025 (2 matches),,0.92,0.94,63.4,2.5,23.1%,67.7%,10.0%,63.3%,29.9%,40.8%
2023 (5 matches),,0.98,0.84,49.6,3.1,14.6%,66.5%,10.7%,65.3%,29.0%,29.2%
2019 (7 matches),,0.92,1.16,57.3,2.9,8.0%,67.7%,5.6%,62.5%,47.3%,39.2%
2018 (16 matches),,0.99,1.02,58.4,2.8,9.9%,63.3%,6.9%,61.8%,38.0%,39.8%
2017 (7 matches),,0.99,0.98,70.9,3.3,10.2%,59.2%,5.2%,62.0%,38.5%,39.7%
Career (38 matches),,0.97,0.99,58.8,2.9,11.3%,64.2%,7.4%,62.7%,37.4%,37.3%
