Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,2,1,1,50.0%,2-2,50.0%,19-20,48.7%,0-0,-,2,63.2%,35.0%,1.5%,2.9%,59.1%,63.0%,46.4%,56.2%,41.8%,49.1%,0.95,R16 (Quito)
2016,2,1,1,50.0%,2-2,50.0%,17-17,50.0%,0-0,-,2,70.6%,29.4%,7.1%,0.0%,64.6%,68.8%,45.7%,60.6%,42.9%,50.9%,1.09,R16 (Quito)
2015,20,7,13,35.0%,18-34,34.6%,230-275,45.5%,1-8,11.1%,18,73.0%,20.4%,4.1%,4.6%,58.9%,66.9%,49.6%,59.8%,35.9%,48.1%,0.89,QF (Auckland)
2014,27,10,17,37.0%,26-42,38.2%,315-355,47.0%,8-6,57.1%,26,69.2%,22.3%,4.9%,5.1%,56.3%,68.2%,44.7%,57.9%,36.4%,47.5%,0.87,F (Halle)
2013,35,14,21,40.0%,35-47,42.7%,380-402,48.6%,5-7,41.7%,31,71.9%,23.9%,5.0%,3.9%,56.4%,66.3%,49.9%,59.2%,37.9%,48.6%,0.93,F (Bogota)
2012,41,15,26,36.6%,43-65,39.8%,488-556,46.7%,9-11,45.0%,40,72.1%,21.8%,4.0%,2.7%,61.9%,66.3%,51.0%,60.5%,36.7%,48.6%,0.93,QF (2x)
2011,26,10,16,38.5%,30-43,41.1%,319-360,47.0%,3-8,27.3%,23,71.4%,23.3%,3.7%,3.2%,58.2%,65.3%,52.6%,59.9%,38.6%,49.2%,0.96,QF (Delray Beach)
2010,34,14,20,41.2%,40-47,46.0%,386-432,47.2%,6-5,54.5%,33,74.3%,21.1%,4.1%,3.9%,57.9%,68.5%,49.9%,60.7%,37.1%,48.7%,0.94,QF (2x)
2009,12,3,9,25.0%,11-23,32.4%,153-182,45.7%,0-5,0.0%,10,67.7%,18.4%,3.9%,5.3%,58.7%,68.4%,43.4%,58.1%,34.0%,47.0%,0.81,
2008,18,8,10,44.4%,27-29,48.2%,265-279,48.7%,6-3,66.7%,16,71.7%,21.2%,4.4%,3.3%,59.1%,66.2%,50.2%,59.6%,37.4%,48.6%,0.93,QF (Washington)
2007,31,13,18,41.9%,35-42,45.5%,379-387,49.5%,7-8,46.7%,28,75.6%,22.4%,4.3%,1.5%,61.5%,68.5%,51.9%,62.1%,37.4%,49.4%,0.99,SF (Lyon)
2006,16,8,8,50.0%,27-22,55.1%,243-224,52.0%,5-3,62.5%,12,68.9%,22.2%,3.4%,1.6%,61.9%,64.4%,48.1%,58.2%,36.7%,47.6%,0.88,
2005,4,2,2,50.0%,5-4,55.6%,39-41,48.8%,0-0,-,2,50.0%,5.9%,12.5%,7.1%,58.9%,60.6%,34.8%,50.0%,28.6%,40.0%,0.57,
2004,12,5,7,41.7%,14-19,42.4%,128-151,45.9%,0-2,0.0%,12,67.2%,25.7%,3.0%,2.9%,61.6%,63.4%,47.7%,57.4%,39.0%,48.5%,0.91,R16 (2x)
2002,1,1,0,100.0%,3-0,100.0%,20-12,62.5%,0-0,-,0,,,,,,,,,,,,
2001,1,1,0,100.0%,2-0,100.0%,13-8,61.9%,1-0,100.0%,0,,,,,,,,,,,,
Career,282,113,169,40.1%,320-421,43.2%,3394-3701,47.8%,51-66,43.6%,255,71.6%,22.1%,4.2%,3.4%,59.2%,66.7%,49.3%,59.6%,37.1%,48.4%,0.92,
