Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,397,100,222,1510,182,1506,200,1479,,,989,29,,
2016,273,187,220,1511,191,1499,182,1503,148,1502,294,237,,
2015,122,484,134,1622,126,1582,112,1599,80,1614,546,104,,
2014,88,596,118,1655,106,1619,103,1629,74,1614,433,135,,
2013,99,552,86,1707,85,1659,81,1678,72,1628,436,135,,
2012,54,809,71,1747,83,1662,70,1702,55,1666,566,90,,
2011,74,671,109,1674,116,1610,85,1660,71,1623,172,396,,
2010,105,540,103,1679,96,1629,102,1617,62,1630,939,25,,
2009,81,587,69,1757,60,1711,91,1668,50,1656,172,385,,
2008,180,229,164,1599,135,1569,147,1562,107,1544,283,195,,
2007,81,481,48,1798,43,1754,89,1656,34,1722,,,,
2006,108,407,112,1656,103,1608,87,1647,53,1647,905,24,,
2005,231,155,172,1571,144,1551,161,1535,74,1602,804,29,,
2004,127,352,113,1671,109,1608,93,1652,56,1657,546,65,,
2003,275,123,309,1395,259,1405,281,1382,,,367,118,,
2002,566,31,,,,,,,,,608,48,,
2001,1383,1,,,,,,,,,942,17,,
2000,1332,1,,,,,,,,,1009,12,,
