Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2015 Pereira CH R16,L vs Arevalo,24.6%,31.9%,43.8%,28.6%,24.2%,33.3%,44.0%,32.4%,21.1%,57.1%,50.0%,28.1%,34.4%,43.5%,89
2014 Halle F,L vs Federer,28.9%,38.2%,50.0%,35.3%,42.9%,55.1%,60.7%,52.7%,42.1%,50.0%,100.0%,3.7%,7.4%,38.5%,-79
2014 Halle R16,W vs Haase,18.8%,40.6%,66.7%,27.1%,23.9%,43.5%,65.7%,36.3%,11.8%,55.2%,-,9.5%,38.1%,68.4%,-22
2013 Bogota F,L vs Karlovic,37.1%,46.8%,57.1%,41.3%,42.9%,54.3%,65.0%,50.3%,26.7%,45.0%,66.7%,34.8%,43.5%,46.7%,96
2012 Olympics R64,L vs Federer,21.5%,29.0%,45.2%,26.7%,25.4%,34.3%,56.0%,32.5%,13.8%,52.6%,60.0%,11.5%,15.4%,21.7%,-79
2010 Wimbledon R128,L vs Federer,20.3%,29.4%,51.1%,26.5%,27.4%,37.7%,53.2%,37.6%,17.0%,71.2%,87.5%,10.1%,17.4%,48.4%,-36
2004 Wimbledon R64,L vs Federer,13.5%,17.3%,34.1%,17.9%,16.1%,19.4%,38.5%,23.5%,25.0%,42.1%,0.0%,10.0%,15.0%,27.8%,-13
Career (7 matches),,23.1%,32.8%,49.9%,28.7%,28.9%,39.8%,54.8%,38.1%,20.9%,56.5%,68.2%,14.7%,22.9%,43.0%,0
