Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,17,8,9,47.1%,10,4,6,40.0%,2004,2016,R32,14,0.98,3.7%,2.5%,61.5%,66.4%,50.1%,60.1%,39.1%,65.2%,42.8%
Roland Garros,13,Clay,32,17,15,53.1%,16,8,8,50.0%,2004,2016,R16,23,0.99,3.2%,2.2%,63.9%,64.5%,51.7%,59.9%,39.7%,60.4%,41.4%
Wimbledon,13,Grass,33,20,13,60.6%,21,14,7,66.7%,2004,2016,R32,16,0.88,3.2%,2.4%,65.0%,68.6%,51.2%,62.5%,33.0%,57.4%,39.1%
US Open,9,Hard,20,11,9,55.0%,8,4,4,50.0%,2004,2015,R64,8,0.88,4.9%,5.1%,55.0%,64.8%,45.7%,56.3%,38.5%,49.1%,35.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2012,2012,R64,1,0.83,3.2%,0.0%,72.0%,67.2%,30.8%,57.0%,35.6%,61.5%,50.0%
Davis Cup,13,,27,17,10,63.0%,11,3,8,27.3%,2001,2015,,0,,,,,,,,,,
Washington,10,Hard,20,10,10,50.0%,6,5,1,83.3%,2004,2016,QF,18,0.92,5.7%,4.8%,53.1%,68.0%,48.1%,58.6%,38.2%,62.1%,36.8%
Miami Masters,8,Hard,18,10,8,55.6%,6,2,4,33.3%,2007,2016,R32,18,1.01,4.4%,4.2%,55.3%,68.5%,50.6%,60.5%,40.0%,61.3%,50.0%
Madrid Masters,8,Clay,15,7,8,46.7%,5,4,1,80.0%,2006,2015,R32,15,1.04,3.8%,1.8%,62.6%,67.5%,51.0%,61.3%,40.1%,59.0%,43.1%
Canada Masters,8,Hard,14,6,8,42.9%,5,4,1,80.0%,2006,2016,R32,10,0.86,2.9%,6.4%,54.3%,68.3%,46.4%,58.3%,36.0%,62.2%,43.6%
Delray Beach,7,Hard,14,7,7,50.0%,1,0,1,0.0%,2004,2016,QF,14,1.01,4.0%,4.2%,56.0%,68.2%,48.0%,59.3%,41.2%,66.4%,45.6%
Indian Wells Masters,6,Hard,9,3,6,33.3%,5,3,2,60.0%,2007,2015,R32,9,0.90,3.9%,3.7%,58.2%,66.4%,49.8%,59.4%,36.7%,55.1%,44.0%
