Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Roland Garros R128,L vs Federer,102.2,107.6,5.3,,,118,91,88.1,3.6,,,94,75
2015 Australian Open R128,L vs Berdych,101.3,109.4,9.0,,,121,71,89.8,5.0,,,102,81
2014 Roland Garros R128,L vs Paire,98.3,105.1,6.4,,,116,88,88.5,6.3,,,102,76
2014 Australian Open R64,L vs Wawrinka,99.7,,,,,122,,,,,,,70
2013 Australian Open R64,L vs Gasquet,102.3,,,,,121,,,,,,,74
2012 Wimbledon R32,L vs Istomin,99.6,,,,,120,,,,,,,75
2012 Wimbledon R128,W vs Isner,101.4,,,,,123,,,,,,,80
2012 Australian Open R32,L vs Kohlschreiber,97.7,,,,,121,,,,,,,67
2012 Australian Open R64,W vs Fish,97.0,,,,,123,,,,,,,74
2011 US Open R64,L vs Haas,97.5,108.0,7.8,,,121,92,86.5,5.4,,,100,76
2011 US Open R128,W vs Troicki,97.5,111.0,7.7,,,121,89,83.1,6.0,,,100,69
2011 Roland Garros R16,L vs Chela,95.3,105.5,6.2,,,121,87,80.6,4.2,,,93,70
2011 Roland Garros R32,W vs Kubot,97.9,104.7,6.3,,,120,91,86.8,6.1,,,105,72
2011 Roland Garros R64,W vs Mayer,97.2,104.5,6.6,,,117,83,83.1,6.5,,,107,74
Career (14 matches),,98.8,106.9,6.8,,,123,71,85.1,5.5,,,107,67
