Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2001,,,,,,,,,,,1536,1,,
1985,794,,,,,,,,,,,,,
1984,249,,109,1692,76,1668,72,1710,,,,,,
1983,36,,34,1869,30,1799,40,1801,17,1838,,,,
1982,43,,24,1907,21,1859,,,8,1897,,,,
1981,12,,13,2003,13,1954,16,1931,9,1954,,,,
1980,13,,11,2033,8,1975,16,1955,4,2017,,,,
1979,5,,7,2059,5,1994,11,1982,6,2024,,,,
1978,11,,14,1980,13,1896,15,1932,5,1972,,,,
1977,13,,19,1924,17,1847,20,1904,8,1934,,,,
1976,11,,11,2030,9,1949,12,1976,5,1995,,,,
1975,9,,12,1984,7,1938,18,1884,5,1988,,,,
1974,14,,16,1954,13,1879,23,1837,8,1946,,,,
1973,24,,27,1851,15,1821,32,1786,31,1765,,,,
