Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
21,Jimmy Connors [USA],4,17,19.0%,10,4,6,40.0%,1971,1984,0,,,,,,,,,,
16,Raul Ramirez [MEX],5,11,31.3%,5,2,3,40.0%,1973,1982,0,,,,,,,,,,
16,Bjorn Borg [SWE],4,12,25.0%,10,5,5,50.0%,1972,1981,0,,,,,,,,,,
14,Brian Teacher [USA],11,3,78.6%,5,2,3,40.0%,1976,1984,0,,,,,,,,,,
13,Dick Stockton [USA],9,4,69.2%,5,2,3,40.0%,1974,1982,0,,,,,,,,,,
13,Arthur Ashe [USA],3,10,23.1%,6,2,4,33.3%,1970,1979,0,,,,,,,,,,
12,Phil Dent [AUS],7,5,58.3%,9,5,4,55.6%,1973,1982,0,,,,,,,,,,
12,Ilie Nastase [ROU],5,7,41.7%,6,1,5,16.7%,1972,1981,0,,,,,,,,,,
12,Tom Gorman [USA],7,5,58.3%,6,4,2,66.7%,1971,1977,0,,,,,,,,,,
11,Brian Gottfried [USA],6,5,54.5%,2,2,0,100.0%,1974,1984,0,,,,,,,,,,
11,Stan Smith [USA],3,8,27.3%,6,3,3,50.0%,1972,1980,0,,,,,,,,,,
10,John Mcenroe [USA],2,8,20.0%,2,1,1,50.0%,1978,1983,0,,,,,,,,,,
10,Raymond Moore [RSA],5,5,50.0%,4,2,2,50.0%,1974,1980,0,,,,,,,,,,
10,Colin Dibley [AUS],7,3,70.0%,8,6,2,75.0%,1972,1980,0,,,,,,,,,,
10,Eddie Dibbs [USA],6,4,60.0%,8,4,4,50.0%,1973,1979,0,,,,,,,,,,
