Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1985,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,1-0,100.0%,0,,,,,,,,,,,,R64 (Memphis)
1984,14,3,11,21.4%,7-22,24.1%,108-158,40.6%,1-2,33.3%,0,,,,,,,,,,,,R32 (9x)
1983,29,16,13,55.2%,36-34,51.4%,334-326,50.6%,11-7,61.1%,0,,,,,,,,,,,,QF (3x)
1982,40,21,19,52.5%,43-41,51.2%,398-409,49.3%,12-13,48.0%,0,,,,,,,,,,,,F (La Costa WCT)
1981,75,53,22,70.7%,115-57,66.9%,906-700,56.4%,17-12,58.6%,0,,,,,,,,,,,,W (Philadelphia)
1980,61,43,18,70.5%,88-40,68.8%,664-494,57.3%,17-6,73.9%,0,,,,,,,,,,,,W (Manchester)
1979,77,60,17,77.9%,119-41,74.4%,858-609,58.5%,22-13,62.9%,0,,,,,,,,,,,,W (2x)
1978,86,59,27,68.6%,106-55,65.8%,835-626,57.2%,25-12,67.6%,0,,,,,,,,,,,,W (2x)
1977,81,53,28,65.4%,121-60,66.9%,950-738,56.3%,10-12,45.5%,0,,,,,,,,,,,,W (2x)
1976,100,72,28,72.0%,145-61,70.4%,1119-801,58.3%,18-20,47.4%,0,,,,,,,,,,,,W (4x)
1975,93,68,25,73.1%,146-71,67.3%,1165-891,56.7%,18-15,54.5%,0,,,,,,,,,,,,W (3x)
1974,94,66,28,70.2%,141-67,67.8%,1122-865,56.5%,15-18,45.5%,0,,,,,,,,,,,,W (2x)
1973,75,45,30,60.0%,80-58,58.0%,687-603,53.3%,15-15,50.0%,0,,,,,,,,,,,,F (Milan WCT)
1972,43,29,14,67.4%,52-35,59.8%,428-384,52.7%,14-8,63.6%,0,,,,,,,,,,,,F (2x)
1971,26,16,10,61.5%,32-24,57.1%,270-251,51.8%,5-4,55.6%,0,,,,,,,,,,,,QF (4x)
1970,9,0,9,0.0%,2-17,10.5%,89-120,42.6%,1-2,33.3%,0,,,,,,,,,,,,R16 (Sacramento)
1969,2,0,2,0.0%,2-5,28.6%,40-48,45.5%,0-0,-,0,,,,,,,,,,,,R128 (2x)
Career,906,604,302,66.7%,1235-690,64.2%,9982-8036,55.4%,202-159,56.0%,0,,,,,,,,,,,,
