Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1979 Wimbledon F,L vs Borg,3.0,2.9,3.2,47.2%,44.4%,69.2%,55.6%,31.9%,41.1%,8.5,15.2,7.5,9.3
1977 Australian Open F,W vs Vilas,2.6,2.2,3.1,61.9%,54.3%,37.5%,0.0%,48.8%,63.5%,6.5,12.3,-0.5,-2.3
Career (2 matches),,2.9,2.6,3.2,52.6%,47.4%,57.1%,50.0%,38.2%,48.0%,7.5,13.8,3.5,6.8
