Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Wimbledon R128,W vs Korda,3.3%,75.0%,10.8%,64.3%,13.0%,17.6%,7.7%,8.8%,7.7%,1.7%,60.0%,-46,12
2022 Wimbledon R64,W vs Davidovich Fokina,7.5%,66.7%,18.2%,66.2%,19.7%,27.8%,12.0%,23.1%,23.8%,1.6%,33.3%,76,92
2022 Dubai F,L vs Rublev,3.8%,100.0%,9.5%,72.7%,23.8%,54.5%,12.5%,10.3%,20.0%,0.0%,-,58,122
2020 Pune F,W vs Gerasimov,4.5%,100.0%,10.4%,73.7%,8.4%,27.3%,0.0%,12.3%,33.3%,1.3%,0.0%,-60,2
2019 Eckental CH F,W vs Darcis,9.3%,60.0%,11.0%,64.7%,8.6%,13.3%,14.3%,6.0%,0.0%,0.0%,-,-70,22
2019 Wimbledon R128,W vs Zverev,1.8%,50.0%,16.5%,86.8%,16.5%,28.0%,13.3%,20.4%,23.1%,2.8%,42.9%,70,73
2018 Davis Cup World Group PO RR,L vs Piros,0.0%,-,17.0%,69.0%,14.1%,16.2%,14.7%,8.3%,2.6%,2.3%,23.1%,9,19
2016 Monte Carlo R32,W vs Djokovic,0.0%,-,15.5%,65.4%,8.0%,10.5%,7.1%,8.8%,27.3%,4.0%,38.5%,-49,-34
2015 Tokyo R32,W vs Uchiyama,1.6%,100.0%,8.6%,70.0%,15.9%,25.0%,37.5%,12.0%,25.0%,2.7%,25.0%,7,16
2015 Kaohsiung CH R32,W vs Wang,0.0%,-,1.2%,100.0%,7.7%,16.7%,0.0%,8.7%,100.0%,0.0%,-,-134,6
2015 Umag R32,L vs Fognini,1.5%,0.0%,12.8%,64.7%,13.6%,8.7%,8.3%,9.9%,25.0%,3.3%,37.5%,-19,-28
2015 Bucharest F,L vs Garcia Lopez,0.0%,-,18.2%,80.0%,9.2%,16.2%,4.3%,7.7%,11.1%,2.3%,44.4%,-40,-45
2015 Bucharest SF,W vs Gimeno Traver,1.7%,0.0%,14.4%,61.9%,10.0%,15.0%,0.0%,6.0%,10.5%,1.6%,20.0%,-104,-88
2015 Auckland F,W vs Mannarino,0.0%,-,6.3%,100.0%,8.6%,25.0%,0.0%,11.1%,40.0%,0.5%,0.0%,-84,-6
2015 Auckland SF,W vs Anderson,0.0%,-,6.3%,87.5%,9.8%,11.1%,33.3%,3.6%,12.5%,0.0%,-,-52,3
2015 Auckland R16,W vs Gulbis,1.8%,0.0%,15.2%,70.0%,10.2%,8.3%,11.1%,9.7%,33.3%,1.1%,0.0%,-106,-68
2014 Kitzbuhel R16,L vs Thiem,0.0%,-,15.9%,68.2%,10.0%,14.3%,0.0%,8.8%,0.0%,2.4%,20.0%,41,55
2014 Indian Wells R32,L vs Murray,0.0%,-,16.1%,71.4%,7.4%,14.3%,4.8%,5.9%,18.5%,1.1%,20.0%,-41,-22
Career (18 matches),,2.3%,65.6%,13.7%,71.1%,11.9%,18.3%,10.0%,9.4%,17.6%,1.8%,31.4%,-23,8
