Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Wimbledon R128,W vs Korda,38.4%,49.3%,55.7%,46.8%,45.4%,60.8%,56.6%,58.0%,28.9%,42.4%,50.0%,31.6%,34.2%,53.8%,151
2022 Wimbledon R64,W vs Davidovich Fokina,33.1%,51.1%,55.6%,44.6%,40.4%,63.3%,66.2%,59.0%,36.0%,37.3%,28.6%,25.9%,37.9%,39.5%,121
2022 Dubai F,L vs Rublev,34.5%,46.6%,43.3%,37.9%,55.9%,67.6%,46.7%,61.8%,41.2%,35.3%,0.0%,6.3%,25.0%,40.0%,-72
2020 Pune F,W vs Gerasimov,46.7%,60.0%,54.2%,52.9%,65.5%,82.8%,65.0%,75.2%,25.0%,41.2%,0.0%,12.5%,18.8%,46.4%,-79
2019 Eckental CH F,W vs Darcis,57.5%,63.0%,42.9%,59.6%,76.1%,82.6%,45.5%,79.3%,45.0%,26.9%,0.0%,29.2%,33.3%,41.2%,89
2019 Wimbledon R128,W vs Zverev,32.2%,50.0%,61.6%,43.9%,36.6%,58.5%,67.3%,53.4%,31.3%,34.0%,0.0%,27.6%,37.9%,47.6%,126
2018 Davis Cup World Group PO RR,L vs Piros,26.2%,37.7%,53.5%,34.9%,31.7%,44.4%,58.1%,44.3%,29.1%,57.7%,36.4%,16.3%,26.5%,43.9%,36
2016 Monte Carlo R32,W vs Djokovic,27.6%,38.2%,56.9%,33.3%,33.3%,44.4%,53.3%,42.9%,43.5%,50.0%,50.0%,22.2%,33.3%,61.9%,95
2015 Tokyo R32,W vs Uchiyama,33.3%,47.0%,51.2%,43.0%,40.5%,59.5%,56.0%,55.7%,26.7%,55.6%,40.0%,23.8%,28.6%,43.8%,110
2015 Kaohsiung CH R32,W vs Wang,58.8%,61.8%,66.7%,60.3%,65.0%,70.0%,71.4%,67.5%,42.9%,53.8%,-,58.3%,58.3%,60.0%,137
2015 Umag R32,L vs Fognini,16.2%,27.9%,46.4%,23.8%,19.5%,39.0%,60.6%,32.2%,33.3%,50.0%,33.3%,11.5%,11.5%,26.1%,-23
2015 Bucharest F,L vs Garcia Lopez,16.0%,30.9%,58.2%,27.3%,20.0%,38.3%,62.5%,35.2%,26.1%,43.2%,100.0%,5.0%,10.0%,47.4%,-66
2015 Bucharest SF,W vs Gimeno Traver,25.0%,34.4%,60.4%,32.5%,31.0%,45.2%,72.4%,42.4%,61.1%,54.2%,100.0%,13.6%,13.6%,42.1%,-79
2015 Auckland F,W vs Mannarino,47.9%,58.3%,47.8%,50.0%,66.7%,73.3%,30.0%,70.0%,54.5%,57.9%,100.0%,18.8%,37.5%,61.5%,65
2015 Auckland SF,W vs Anderson,56.7%,61.7%,54.2%,58.3%,62.8%,67.4%,56.3%,65.1%,56.3%,51.9%,100.0%,46.7%,53.3%,50.0%,99
2015 Auckland R16,W vs Gulbis,39.3%,50.8%,63.9%,46.6%,41.9%,54.8%,66.7%,56.1%,25.0%,60.0%,-,37.9%,48.3%,61.1%,-29
2014 Kitzbuhel R16,L vs Thiem,26.2%,36.9%,43.2%,32.0%,35.9%,46.2%,36.0%,45.6%,35.7%,64.0%,33.3%,13.6%,27.3%,52.6%,9
2014 Indian Wells R32,L vs Murray,19.8%,28.4%,46.3%,25.8%,27.6%,43.1%,54.8%,39.5%,29.2%,52.9%,60.0%,14.9%,17.0%,37.5%,15
Career (18 matches),,33.4%,45.3%,53.6%,40.9%,41.7%,56.7%,59.0%,53.5%,35.2%,47.0%,41.3%,22.1%,29.6%,45.7%,92
