Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,1-3,25.0%,16-23,41.0%,0-0,-,1,78.9%,5.0%,2.3%,6.2%,68.2%,67.0%,46.3%,60.5%,21.2%,43.4%,0.54,R128 (Australian Open)
2023,7,3,4,42.9%,10-16,38.5%,121-138,46.7%,3-1,75.0%,7,79.7%,13.8%,12.9%,6.2%,62.6%,75.7%,46.8%,64.9%,28.9%,47.5%,0.82,R32 (2x)
2022,20,8,12,40.0%,22-28,44.0%,246-269,47.8%,8-6,57.1%,19,81.7%,13.0%,13.6%,7.5%,63.1%,76.9%,47.5%,66.0%,32.1%,48.9%,0.94,F (Dubai)
2021,26,10,16,38.5%,31-36,46.3%,338-338,50.0%,7-11,38.9%,26,86.2%,14.5%,13.3%,4.9%,66.8%,76.2%,49.0%,67.2%,32.6%,49.8%,0.99,QF (Murray River Open)
2020,18,12,6,66.7%,27-20,57.4%,254-234,52.0%,7-4,63.6%,18,82.8%,20.9%,13.5%,2.9%,66.6%,75.3%,50.7%,67.1%,36.9%,51.4%,1.12,W (Pune)
2019,19,8,11,42.1%,24-28,46.2%,274-284,49.1%,5-10,33.3%,16,85.0%,14.3%,9.9%,4.3%,66.3%,73.6%,50.2%,65.7%,32.9%,49.5%,0.96,QF (Marrakech)
2018,36,17,19,47.2%,47-47,50.0%,469-462,50.4%,9-10,47.4%,36,81.2%,18.8%,9.7%,4.9%,66.1%,71.5%,49.6%,64.1%,34.6%,49.5%,0.96,SF (Antalya)
2017,50,24,26,48.0%,59-71,45.4%,615-644,48.8%,6-13,31.6%,50,77.5%,20.6%,7.5%,5.3%,62.9%,70.1%,48.5%,62.1%,35.4%,49.0%,0.93,SF (Marrakech)
2016,44,21,23,47.7%,59-55,51.8%,596-573,51.0%,13-16,44.8%,43,83.7%,18.2%,9.7%,4.0%,64.3%,72.1%,55.0%,66.0%,34.7%,50.3%,1.02,SF (Marrakech)
2015,54,24,30,44.4%,66-70,48.5%,677-677,50.0%,16-14,53.3%,51,80.4%,19.6%,8.8%,3.8%,64.8%,72.1%,51.7%,64.9%,35.5%,50.3%,1.01,W (Auckland)
2014,31,15,16,48.4%,36-39,48.0%,370-381,49.3%,10-10,50.0%,29,78.3%,19.1%,7.4%,5.3%,63.1%,71.2%,51.4%,63.9%,35.3%,49.6%,0.98,SF (Dusseldorf)
2013,9,1,8,11.1%,6-18,25.0%,102-131,43.8%,2-1,66.7%,7,70.7%,17.7%,6.6%,6.1%,60.0%,69.6%,44.0%,59.4%,33.9%,46.9%,0.83,R16 (Chennai)
Career,315,143,172,45.4%,388-431,47.4%,4078-4154,49.5%,86-96,47.3%,303,81.1%,18.0%,9.8%,4.8%,64.5%,72.6%,50.4%,64.7%,34.4%,49.6%,0.98,
