Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,151,61,90,40.4%,170-224,43.1%,1907-2048,48.2%,39-46,45.9%,142,80.8%,15.9%,10.9%,5.4%,63.1%,73.4%,49.3%,64.5%,33.3%,49.0%,0.94
Clay,123,58,65,47.2%,151-156,49.2%,1533-1513,50.3%,26-36,41.9%,121,78.5%,21.8%,7.6%,4.2%,64.9%,70.5%,50.6%,63.5%,36.6%,50.0%,1.00
Grass,41,24,17,58.5%,67-51,56.8%,638-593,51.8%,21-14,60.0%,40,88.1%,15.0%,11.7%,4.2%,67.7%,75.1%,53.4%,68.1%,32.5%,50.5%,1.02
Grand Slams,67,28,39,41.8%,105-134,43.9%,1170-1248,48.4%,26-30,46.4%,66,81.9%,15.3%,10.1%,4.7%,65.0%,73.1%,50.3%,65.1%,32.3%,49.0%,0.93
Masters,34,12,22,35.3%,34-51,40.0%,400-455,46.8%,8-11,42.1%,34,74.7%,19.1%,8.0%,5.3%,63.2%,69.6%,47.4%,61.5%,36.0%,48.8%,0.93
Other Tours,192,92,100,47.9%,218-211,50.8%,2173-2123,50.6%,50-48,51.0%,190,81.9%,19.0%,10.2%,4.7%,64.1%,73.1%,51.2%,65.2%,35.2%,50.1%,1.01
Best of 5,76,31,45,40.8%,118-155,43.2%,1337-1423,48.4%,26-35,42.6%,72,81.8%,15.6%,9.7%,4.7%,65.3%,72.8%,50.2%,64.9%,32.4%,49.0%,0.92
Best of 3,239,112,127,46.9%,270-276,49.5%,2741-2731,50.1%,60-61,49.6%,231,80.8%,19.2%,9.8%,4.8%,64.1%,72.5%,50.4%,64.6%,35.4%,49.9%,1.00
Finals,4,2,2,50.0%,4-5,44.4%,49-47,51.0%,1-2,33.3%,4,80.9%,21.7%,17.3%,4.0%,65.7%,78.0%,47.4%,67.5%,34.4%,50.8%,1.06
Semi-finals,9,4,5,44.4%,9-13,40.9%,123-130,48.6%,6-7,46.2%,9,85.0%,12.5%,12.5%,3.9%,66.0%,78.3%,53.8%,70.0%,33.7%,50.9%,1.12
Quarter-finals,21,9,12,42.9%,21-23,47.7%,213-215,49.8%,5-5,50.0%,20,81.7%,18.1%,9.5%,4.7%,67.3%,71.4%,48.9%,64.1%,33.3%,49.1%,0.93
vs Righties,273,119,154,43.6%,334-386,46.4%,3566-3673,49.3%,75-85,46.9%,261,81.3%,17.2%,9.7%,4.7%,64.5%,72.7%,50.4%,64.8%,34.0%,49.5%,0.97
vs Lefties,41,23,18,56.1%,52-45,53.6%,500-480,51.0%,11-11,50.0%,41,79.4%,22.6%,10.2%,5.0%,64.4%,71.5%,50.2%,63.9%,37.0%,50.3%,1.02
vs Top 10,23,4,19,17.4%,18-45,28.6%,287-364,44.1%,6-11,35.3%,22,74.0%,15.0%,7.6%,4.7%,63.0%,67.7%,50.0%,61.2%,31.3%,46.8%,0.81
