Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,12,2,10,16.7%,5,1,4,20.0%,2012,2024,R64,12,0.84,10.3%,5.2%,64.7%,71.4%,49.5%,63.6%,30.6%,59.6%,38.2%
Roland Garros,11,Clay,19,8,11,42.1%,13,4,9,30.8%,2013,2023,R32,19,0.92,6.3%,3.9%,64.5%,70.0%,49.7%,62.8%,34.4%,64.4%,46.9%
Wimbledon,11,Grass,32,21,11,65.6%,27,17,10,63.0%,2013,2024,R16,30,1.06,12.0%,3.9%,67.2%,75.6%,53.5%,68.4%,33.5%,72.7%,40.0%
US Open,10,Hard,18,8,10,44.4%,16,7,9,43.8%,2013,2023,R32,17,0.91,11.0%,6.0%,61.7%,73.5%,47.4%,63.5%,33.1%,61.3%,36.5%
Davis Cup,9,,22,11,11,50.0%,9,2,7,22.2%,2013,2021,,13,0.99,7.4%,4.7%,68.1%,71.1%,48.9%,64.0%,35.6%,63.1%,41.3%
Auckland,5,Hard,15,11,4,73.3%,8,4,4,50.0%,2015,2024,W,15,1.11,11.8%,4.1%,66.7%,76.1%,55.3%,69.2%,34.2%,70.2%,42.3%
Zhuhai,2,Hard,3,1,2,33.3%,3,2,1,66.7%,2019,2023,R32,3,0.73,13.6%,5.6%,66.7%,73.9%,47.9%,65.3%,25.4%,73.7%,8.3%
Mallorca,2,Grass,3,1,2,33.3%,2,2,0,100.0%,2021,2023,R16,3,0.93,13.4%,5.0%,68.1%,71.0%,51.3%,64.7%,32.7%,73.1%,21.1%
Madrid Masters,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2015,2022,R64,2,0.82,7.2%,4.5%,66.7%,73.0%,40.5%,62.2%,31.2%,50.0%,11.1%
Marrakech,5,Clay,13,8,5,61.5%,8,5,3,62.5%,2016,2022,SF,12,1.20,9.0%,3.5%,64.7%,74.5%,56.2%,68.0%,38.4%,65.4%,33.3%
Dubai,4,Hard,12,7,5,58.3%,11,7,4,63.6%,2016,2022,F,12,1.08,14.7%,5.8%,63.6%,79.7%,49.4%,68.7%,33.7%,63.6%,29.3%
