Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1766,2,,,,,,,,,,,,
2025,1215,8,,,,,,,,,,,,
2024,341,148,266,1485,208,1494,248,1439,134,1525,1041,30,,
2023,292,188,151,1611,105,1628,154,1546,91,1583,,,,
2022,109,524,107,1689,79,1678,115,1614,58,1657,,,,
2021,83,822,119,1667,92,1649,118,1604,57,1647,,,,
2020,68,913,75,1732,69,1689,72,1675,,,614,60,,
2019,105,544,87,1726,85,1683,82,1658,38,1698,584,60,,
2018,89,629,84,1718,106,1629,62,1694,50,1675,177,360,95,1596
2017,62,815,60,1776,82,1678,42,1775,63,1654,135,582,94,1582
2016,55,848,44,1820,59,1722,39,1789,45,1701,184,405,,
2015,41,1057,76,1736,74,1677,51,1740,103,1573,181,410,97,1578
2014,66,743,74,1739,94,1643,52,1741,73,1614,123,600,,
2013,85,616,99,1690,190,1499,59,1724,110,1560,305,206,,
2012,263,183,,,,,,,,,424,137,,
2011,603,37,,,,,,,,,812,38,,
2010,868,11,,,,,,,,,1133,15,,
