Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R32,L vs Gojo,113.8,120.6,7.1,124.6,113.1,132,104,103.3,6.3,102.4,98.3,119,92
2023 US Open R64,W vs Cerundolo,115.2,122.3,8.1,127.0,117.4,134,104,102.5,6.7,99.4,95.8,116,86
2023 US Open R128,W vs Couacaud,120.4,125.2,11.0,127.2,121.4,137,65,110.0,5.4,109.3,110.8,123,100
2022 US Open R128,L vs Evans,116.5,122.7,7.1,123.0,119.5,131,100,105.7,7.1,119.5,101.3,121,92
2022 Wimbledon R32,L vs Paul,118.6,124.6,5.5,127.0,121.4,132,111,105.1,7.5,109.0,99.7,117,92
2021 US Open R128,L vs Anderson,118.0,124.3,7.0,127.7,118.5,135,101,104.5,6.4,105.1,104.0,124,92
2019 Wimbledon R32,L vs Paire,121.4,124.9,6.9,128.2,120.4,137,91,108.7,6.3,112.7,,120,94
2019 Wimbledon R128,W vs Zverev,118.9,124.7,5.8,127.6,119.4,135,109,104.5,4.9,100.8,106.7,114,95
2019 Roland Garros R128,L vs Mayer,109.9,117.1,9.0,,,134,81,96.8,4.8,,,105,85
2018 Wimbledon R16,L vs Nadal,113.2,119.0,7.3,124.1,114.6,131,99,102.6,6.5,103.1,102.0,114,91
2018 Wimbledon R32,W vs Fognini,115.4,119.0,6.9,122.8,112.8,133,103,104.6,5.4,106.8,102.3,116,86
2017 Wimbledon R64,L vs Fognini,115.6,119.1,9.1,117.7,115.9,134,64,104.0,4.4,104.8,101.0,114,96
2017 Roland Garros R32,L vs Bautista Agut,108.9,115.1,7.8,,,131,101,99.2,5.7,,,113,89
2017 Roland Garros R64,W vs Bedene,110.7,119.0,6.7,,,131,106,98.5,6.7,,,111,69
2017 Roland Garros R128,W vs Sock,109.2,116.3,7.0,,,128,101,99.8,5.8,,,121,91
2017 Australian Open R128,L vs Monfils,115.5,120.2,8.3,121.6,119.1,134,95,104.7,6.3,97.5,99.0,122,97
2016 Wimbledon R16,L vs Berdych,115.9,122.7,5.6,126.5,119.0,133,109,103.5,6.3,106.3,100.7,119,90
2016 Wimbledon R32,W vs Sousa,118.5,123.5,6.2,126.5,115.8,134,111,108.8,5.0,112.8,107.0,118,100
2016 Wimbledon R64,W vs Thiem,116.2,121.6,6.0,125.4,116.8,133,107,104.8,5.0,103.9,104.3,116,93
2015 US Open R32,L vs Isner,97.8,100.7,4.8,,,113,91,93.0,4.4,,,100,85
Career (26 matches),,114.3,120.2,7.7,125.7,117.6,143,64,102.0,6.2,105.6,102.5,125,69
