Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,101,60,41,59.4%,132-101,56.7%,1228-1129,52.1%,30-26,53.6%,100,85.6%,18.4%,15.3%,5.4%,64.1%,77.6%,50.1%,67.7%,34.9%,51.1%,1.08
Clay,144,90,54,62.5%,203-133,60.4%,1767-1503,54.0%,28-27,50.9%,144,78.9%,29.5%,8.1%,5.6%,61.9%,72.0%,49.6%,63.4%,40.9%,51.8%,1.12
Grass,7,3,4,42.9%,8-9,47.1%,92-86,51.7%,2-5,28.6%,7,88.6%,14.5%,19.5%,4.4%,70.3%,78.5%,53.4%,71.1%,32.6%,52.1%,1.13
Finals,13,9,4,69.2%,21-12,63.6%,173-145,54.4%,2-1,66.7%,13,83.3%,25.8%,9.8%,5.2%,61.2%,73.3%,54.4%,66.0%,39.1%,52.2%,1.15
Semi-finals,25,13,12,52.0%,30-28,51.7%,288-279,50.8%,6-3,66.7%,25,79.8%,21.7%,11.8%,6.0%,64.3%,73.8%,47.8%,64.5%,36.7%,50.5%,1.03
Quarter-finals,42,25,17,59.5%,56-36,60.9%,497-430,53.6%,13-12,52.0%,41,81.6%,24.8%,12.6%,4.7%,64.8%,73.7%,50.9%,65.6%,38.1%,51.6%,1.11
vs Righties,219,126,93,57.5%,291-221,56.8%,2663-2407,52.5%,50-50,50.0%,219,81.0%,24.2%,11.1%,5.5%,62.9%,74.3%,49.3%,65.0%,38.2%,51.3%,1.09
vs Lefties,27,23,4,85.2%,43-19,69.4%,351-267,56.8%,8-6,57.1%,26,86.6%,26.8%,12.4%,5.1%,63.1%,74.8%,52.3%,66.5%,39.8%,53.1%,1.19
