Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,19,10,9,52.6%,23-21,52.3%,223-221,50.2%,4-4,50.0%,19,74.4%,25.8%,5.6%,5.8%,60.4%,69.5%,47.5%,60.8%,39.1%,50.1%,1.00,SF (Hersonissos 2)
2024,12,9,3,75.0%,19-8,70.4%,145-110,56.9%,4-2,66.7%,12,88.0%,25.0%,7.2%,3.6%,64.0%,75.2%,56.6%,68.5%,38.9%,52.8%,1.23,W (Nonthaburi 1)
2023,1,0,1,0.0%,1-2,33.3%,12-17,41.4%,0-0,-,1,57.1%,26.7%,5.3%,14.9%,54.3%,60.8%,41.9%,52.1%,37.2%,45.0%,0.78,R32 (Sanremo)
2020,34,28,6,82.4%,56-18,75.7%,420-290,59.2%,6-6,50.0%,33,86.0%,32.9%,8.6%,6.0%,54.7%,77.9%,51.2%,65.8%,42.1%,53.6%,1.23,W (2x)
2019,44,22,22,50.0%,53-46,53.5%,507-464,52.2%,7-8,46.7%,44,72.9%,32.4%,5.7%,5.6%,56.9%,68.5%,50.3%,60.6%,41.6%,51.0%,1.06,SF (Sopot)
2018,2,0,2,0.0%,1-3,25.0%,16-23,41.0%,0-0,-,2,65.2%,16.7%,4.2%,4.9%,59.4%,62.4%,53.4%,58.7%,35.8%,47.1%,0.87,R32 (2x)
2017,9,3,6,33.3%,9-10,47.4%,87-96,47.5%,1-2,33.3%,9,72.9%,21.5%,6.3%,6.1%,58.0%,69.1%,47.3%,59.9%,34.6%,47.8%,0.86,QF (Quimper)
2016,36,17,19,47.2%,38-45,45.8%,397-401,49.7%,3-11,21.4%,36,73.2%,26.9%,5.3%,5.4%,58.5%,69.1%,48.3%,60.4%,39.1%,49.6%,0.99,F (2x)
2015,38,19,19,50.0%,45-44,50.6%,448-427,51.2%,7-8,46.7%,38,77.6%,24.4%,6.1%,4.5%,61.0%,70.1%,49.8%,62.2%,38.6%,50.3%,1.02,W (Kazan)
2014,31,17,14,54.8%,40-34,54.1%,360-356,50.3%,6-7,46.2%,31,74.9%,25.5%,5.2%,5.5%,59.4%,69.9%,48.5%,61.2%,39.1%,50.1%,1.01,F (Samarkand)
2013,10,4,6,40.0%,10-14,41.7%,110-125,46.8%,2-1,66.7%,10,69.2%,23.5%,9.4%,4.8%,63.4%,67.7%,44.4%,59.2%,36.5%,48.0%,0.89,QF (2x)
2012,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,70.0%,0.0%,5.8%,4.3%,60.9%,66.7%,40.7%,56.5%,36.4%,45.9%,0.84,R32 (Penza)
Career,237,129,108,54.4%,295-247,54.4%,2732-2542,51.8%,40-49,44.9%,236,76.3%,27.4%,6.3%,5.4%,58.8%,70.5%,49.4%,61.8%,39.5%,50.6%,1.04,
