Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Tokyo F,L vs Shelton,1.00,0.50,42.9,2.4,6.1%,60.6%,0.0%,50.0%,16.0%,28.0%
2023 US Open R32,L vs Shelton,0.91,0.55,28.4,2.1,1.8%,60.7%,2.0%,58.0%,24.4%,25.0%
2023 US Open R64,W vs Carballes Baena,1.07,1.20,47.9,2.2,9.9%,67.6%,4.8%,65.1%,35.5%,40.4%
2023 US Open R128,W vs Lehecka,1.18,1.66,30.6,2.3,11.9%,50.0%,7.9%,86.8%,46.7%,44.7%
2023 Wimbledon R64,L vs Rublev,0.99,0.80,43.2,3.3,5.7%,60.0%,6.5%,64.5%,30.9%,30.6%
2023 Wimbledon R128,W vs Van Assche,1.05,1.25,41.0,3.5,9.9%,69.0%,6.3%,62.5%,41.6%,39.4%
2023 Madrid SF,L vs Struff,0.80,0.80,51.2,4.4,2.2%,71.7%,4.8%,59.5%,34.6%,34.1%
2023 Madrid R16,W vs Medvedev,1.17,1.60,47.9,2.7,3.0%,78.8%,3.2%,71.0%,25.0%,44.8%
2023 Rotterdam R32,L vs Dimitrov,0.64,0.25,25.4,2.1,4.8%,42.9%,0.0%,58.8%,28.6%,10.5%
2023 Australian Open R128,L vs Dimitrov,1.12,0.55,38.5,2.1,5.2%,55.2%,12.5%,64.3%,19.1%,20.5%
2023 Pune SF,L vs Griekspoor,0.95,0.37,43.2,2.2,3.1%,46.9%,7.4%,77.8%,3.4%,29.2%
2022 Paris R64,L vs Nishioka,0.74,0.71,47.7,2.3,24.1%,58.6%,11.5%,69.2%,30.2%,40.0%
2022 Basel R32,L vs Bublik,0.88,0.57,47.2,2.2,9.1%,66.7%,3.4%,58.6%,26.7%,21.4%
2022 Tel Aviv R32,L vs Etcheverry,1.09,0.78,54.7,2.5,9.3%,64.8%,10.0%,56.0%,27.9%,28.9%
2022 US Open R128,L vs Fognini,0.81,0.86,44.3,10.4,4.3%,71.0%,1.6%,52.4%,29.8%,51.9%
2022 Canada R64,L vs Cressy,0.90,0.71,50.1,2.2,3.2%,51.6%,7.1%,57.1%,43.3%,28.6%
2022 Hamburg R32,W vs Basilashvili,0.80,1.93,43.2,2.2,14.3%,66.7%,5.9%,88.2%,54.2%,60.9%
2022 Rome R32,L vs Djokovic,0.96,0.57,35.9,2.0,12.1%,42.4%,0.0%,60.0%,25.0%,34.8%
2022 Miami R32,L vs Hurkacz,0.94,0.73,53.5,2.5,8.2%,67.3%,4.4%,66.7%,29.8%,21.4%
2022 Rotterdam R32,L vs Griekspoor,0.81,0.90,70.3,38.0,3.8%,63.5%,4.3%,59.6%,37.0%,49.0%
2023 (11 matches),,1.01,0.87,40.9,2.5,6.2%,61.7%,5.6%,65.0%,30.4%,33.3%
2022 (12 matches),,0.95,0.91,51.2,2.8,8.2%,63.5%,5.0%,60.0%,35.8%,37.1%
2021 (27 matches),,1.04,1.12,47.4,2.6,6.9%,61.5%,6.2%,66.9%,39.2%,38.3%
2020 (2 matches),,0.74,0.83,78.1,2.8,12.1%,65.9%,5.1%,62.8%,38.5%,41.2%
2019 (22 matches),,1.07,1.16,52.2,2.6,6.4%,62.2%,3.5%,62.6%,39.8%,41.9%
Career (125 matches),,1.00,0.98,51.4,2.7,6.7%,61.1%,4.6%,62.4%,36.6%,38.4%
