Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,13,3,10,23.1%,12-21,36.4%,149-178,45.6%,4-3,57.1%,13,73.8%,16.8%,5.1%,4.2%,63.1%,68.5%,48.2%,61.0%,34.8%,48.0%,0.89,R16 (2x)
2023,41,22,19,53.7%,56-49,53.3%,536-518,50.9%,14-12,53.8%,41,82.1%,18.6%,7.6%,6.3%,59.3%,75.4%,50.0%,65.1%,34.9%,50.3%,1.00,F (Tokyo)
2022,46,17,29,37.0%,53-70,43.1%,585-631,48.1%,9-13,40.9%,46,74.9%,22.1%,5.4%,5.7%,59.4%,68.8%,48.9%,60.7%,37.4%,49.1%,0.95,W (Sydney)
2021,54,34,20,63.0%,85-59,59.0%,721-637,53.1%,6-9,40.0%,52,80.5%,26.2%,6.0%,4.8%,59.6%,72.1%,53.0%,64.4%,38.7%,51.4%,1.09,W (2x)
2020,5,2,3,40.0%,6-7,46.2%,66-66,50.0%,1-1,50.0%,5,81.3%,19.7%,6.9%,5.7%,54.8%,74.3%,47.9%,62.4%,37.3%,49.9%,0.99,R16 (2x)
2016,3,0,3,0.0%,2-5,28.6%,27-40,40.3%,0-0,-,3,63.9%,13.5%,4.9%,4.1%,61.0%,66.7%,43.8%,57.7%,35.4%,46.2%,0.84,
2015,2,1,1,50.0%,3-2,60.0%,28-23,54.9%,0-1,0.0%,2,72.0%,40.0%,2.5%,3.8%,65.0%,61.8%,54.5%,59.2%,44.6%,51.7%,1.10,R16 (Moscow)
2014,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,3.4%,5.1%,67.8%,60.0%,52.6%,57.6%,37.1%,46.5%,0.88,R32 (Moscow)
2013,2,0,2,0.0%,1-4,20.0%,18-30,37.5%,1-0,100.0%,2,65.2%,8.3%,2.6%,3.9%,58.6%,60.7%,49.2%,55.9%,33.1%,44.4%,0.75,R32 (2x)
Career,167,79,88,47.3%,218-219,49.9%,2137-2135,50.0%,35-39,47.3%,165,78.2%,21.9%,6.1%,5.4%,59.7%,71.3%,50.3%,62.9%,37.0%,50.0%,1.00,
