Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Tokyo F,L vs Shelton,64.0%,31.3%,8.0%,1/3,2.53,13.0%,65.0%,30.8%,2.5%,2.65,18.5%,66.7%,33.3%,33.3%,2.37,5.3%
2023 US Open R128,W vs Lehecka,66.3%,67.3%,2.4%,0/2,-,21.2%,61.5%,59.4%,0.0%,-,55.6%,76.7%,78.3%,6.7%,-,2.9%
2023 Madrid SF,L vs Struff,51.0%,55.1%,6.3%,2/4,2.28,1.7%,48.3%,57.1%,3.4%,2.26,3.0%,65.6%,52.4%,12.5%,2.31,0.0%
2023 Madrid R16,W vs Medvedev,63.9%,53.8%,3.3%,1/1,2.15,10.6%,62.8%,51.9%,4.7%,2.16,18.5%,66.7%,58.3%,0.0%,2.13,0.0%
2023 Rotterdam R32,L vs Dimitrov,47.5%,36.8%,5.0%,1/1,-,37.5%,31.8%,14.3%,4.5%,-,53.3%,70.6%,50.0%,5.9%,-,23.5%
2023 Australian Open R128,L vs Dimitrov,50.0%,30.2%,2.3%,1/1,2.28,36.8%,44.6%,28.0%,0.0%,1.98,34.5%,69.2%,33.3%,7.7%,2.54,39.3%
2023 Pune SF,L vs Griekspoor,49.1%,23.1%,7.5%,3/1,2.06,21.6%,48.6%,23.5%,8.6%,1.96,47.1%,56.3%,22.2%,6.3%,2.13,0.0%
2022 Paris R64,L vs Nishioka,73.5%,47.5%,0.0%,0/0,-,41.2%,70.2%,45.0%,0.0%,-,55.6%,80.8%,52.4%,0.0%,-,25.0%
2022 Basel R32,L vs Bublik,48.3%,35.7%,0.0%,0/0,-,40.9%,38.2%,46.2%,0.0%,-,44.4%,75.0%,26.7%,0.0%,-,35.3%
2022 Tel Aviv R32,L vs Etcheverry,63.0%,43.1%,1.2%,0/1,2.45,9.3%,58.3%,42.9%,2.1%,2.38,15.9%,74.2%,43.5%,0.0%,2.55,0.0%
2022 Canada R64,L vs Cressy,41.4%,45.8%,3.4%,1/1,-,10.0%,48.3%,35.7%,6.9%,-,8.0%,52.6%,60.0%,0.0%,-,13.3%
2022 Hamburg R32,W vs Basilashvili,63.8%,73.3%,6.4%,1/2,-,10.5%,69.6%,75.0%,8.7%,-,20.0%,73.7%,71.4%,5.3%,-,0.0%
2022 Roland Garros R128,L vs Ugo Carabelli,74.1%,55.3%,0.6%,1/0,2.48,6.1%,72.2%,53.8%,0.0%,2.41,10.3%,81.8%,57.8%,1.8%,2.60,0.0%
2022 Rome R32,L vs Djokovic,72.5%,35.1%,0.0%,0/0,-,4.3%,72.0%,33.3%,0.0%,-,9.1%,79.2%,36.8%,0.0%,-,0.0%
2022 Miami R32,L vs Hurkacz,48.3%,51.2%,4.5%,4/0,2.23,8.8%,38.1%,45.8%,4.8%,2.20,13.5%,76.0%,57.9%,4.0%,2.26,3.2%
2022 Rotterdam R32,L vs Griekspoor,58.3%,61.7%,4.9%,2/3,2.16,27.9%,55.6%,54.3%,6.3%,2.16,40.9%,75.8%,72.0%,3.0%,2.15,4.2%
2022 Australian Open R32,L vs Mannarino,65.8%,48.0%,5.8%,4/5,2.43,5.3%,62.4%,46.6%,3.2%,2.33,8.8%,73.3%,50.0%,10.0%,2.56,0.0%
2022 Australian Open R128,W vs Munar,71.8%,53.8%,1.7%,1/2,2.23,46.3%,70.6%,53.9%,0.0%,2.06,60.2%,82.0%,53.7%,6.0%,2.45,28.8%
2022 Sydney F,W vs Murray,58.2%,56.3%,3.6%,1/1,2.35,9.8%,46.4%,38.5%,0.0%,2.12,20.0%,86.4%,68.4%,9.1%,2.57,0.0%
2021 St Petersburg R16,L vs Millman,68.0%,35.3%,2.0%,0/1,1.78,5.1%,55.9%,31.6%,2.9%,1.65,7.1%,93.8%,40.0%,0.0%,2.09,0.0%
Career (42 matches),,61.3%,52.6%,2.5%,48.9%,2.30,15.5%,57.9%,50.6%,2.1%,2.23,23.0%,76.9%,55.2%,3.6%,2.41,5.9%
