Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,110,53,57,48.2%,145-137,51.4%,1385-1351,50.6%,23-23,50.0%,108,77.9%,23.2%,7.0%,5.5%,59.4%,71.6%,50.1%,62.9%,37.4%,50.2%,1.01
Clay,45,22,23,48.9%,59-60,49.6%,581-588,49.7%,8-10,44.4%,45,77.6%,22.1%,4.2%,4.8%,60.6%,70.2%,50.5%,62.5%,37.7%,50.1%,1.00
Grass,12,4,8,33.3%,14-22,38.9%,171-196,46.6%,4-6,40.0%,12,82.0%,11.9%,5.5%,6.3%,59.5%,72.5%,51.1%,63.9%,31.9%,48.1%,0.88
Grand Slams,27,14,13,51.9%,56-50,52.8%,524-492,51.6%,6-10,37.5%,27,78.6%,25.1%,6.6%,4.9%,60.3%,71.9%,50.0%,63.3%,38.0%,50.5%,1.03
Masters,38,17,21,44.7%,40-46,46.5%,425-443,49.0%,6-9,40.0%,38,79.5%,18.9%,5.1%,5.3%,58.7%,71.4%,50.9%,62.9%,35.5%,49.4%,0.96
Other Tours,101,48,53,47.5%,121-121,50.0%,1177-1184,49.9%,23-20,53.5%,99,77.5%,21.7%,6.2%,5.6%,59.8%,71.0%,50.3%,62.6%,37.1%,49.9%,0.99
Best of 5,27,14,13,51.9%,56-50,52.8%,524-492,51.6%,6-10,37.5%,27,78.6%,25.1%,6.6%,4.9%,60.3%,71.9%,50.0%,63.3%,38.0%,50.5%,1.03
Best of 3,140,65,75,46.4%,162-169,48.9%,1613-1643,49.5%,29-29,50.0%,138,78.1%,20.8%,5.9%,5.5%,59.5%,71.1%,50.4%,62.7%,36.7%,49.8%,0.98
Finals,5,3,2,60.0%,7-4,63.6%,55-46,54.5%,0-1,0.0%,5,86.3%,22.4%,3.7%,3.7%,59.4%,72.0%,56.1%,65.5%,34.0%,50.9%,0.99
Semi-finals,9,5,4,55.6%,11-12,47.8%,113-113,50.0%,1-2,33.3%,9,77.7%,22.5%,7.4%,4.5%,57.9%,70.9%,50.8%,62.4%,37.4%,49.7%,0.99
Quarter-finals,13,9,4,69.2%,21-11,65.6%,162-134,54.7%,3-2,60.0%,13,78.9%,30.6%,6.5%,4.3%,63.1%,70.0%,51.0%,63.0%,40.7%,51.8%,1.10
vs Righties,150,71,79,47.3%,199-197,50.3%,1934-1918,50.2%,30-36,45.5%,148,78.3%,22.2%,6.0%,5.2%,59.9%,71.3%,50.3%,62.9%,37.1%,50.0%,1.00
vs Lefties,17,8,9,47.1%,19-22,46.3%,203-217,48.3%,5-3,62.5%,17,76.8%,19.0%,6.7%,7.0%,58.5%,71.4%,50.8%,62.8%,35.7%,49.5%,0.96
vs Top 10,16,6,10,37.5%,18-25,41.9%,201-224,47.3%,3-4,42.9%,16,80.1%,15.5%,6.3%,4.3%,58.4%,72.3%,51.3%,63.6%,34.3%,48.9%,0.94
