Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Tokyo F,L vs Shelton,11% (1/9),0% (0/1),0/3,40% (4/10),0% (0/4),0/0,0/0,0/1,0/0,0/1
2023 US Open R32,L vs Shelton,13% (2/16),50% (1/2),0/4,47% (8/17),25% (2/8),1/1,1/1,1/3,0/0,0/1
2023 US Open R64,W vs Carballes Baena,32% (6/19),83% (5/6),1/2,30% (6/20),50% (3/6),3/4,1/2,2/2,0/1,0/0
2023 US Open R128,W vs Lehecka,43% (6/14),100% (6/6),0/1,23% (3/13),67% (2/3),3/4,1/1,0/0,0/0,0/0
2023 Wimbledon R64,L vs Rublev,14% (3/22),67% (2/3),0/5,29% (6/21),17% (1/6),1/2,0/0,3/3,0/0,1/1
2023 Wimbledon R128,W vs Van Assche,50% (10/20),60% (6/10),1/2,30% (6/20),67% (4/6),6/6,3/4,0/0,1/1,0/0
2023 Madrid SF,L vs Struff,27% (4/15),50% (2/4),1/3,29% (4/14),25% (1/4),2/2,1/1,2/2,0/0,1/1
2023 Madrid R16,W vs Medvedev,18% (2/11),100% (2/2),1/1,18% (2/11),50% (1/2),2/2,1/1,0/0,1/1,0/0
2023 Rotterdam R32,L vs Dimitrov,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,1/2,0/0,1/1
2023 Australian Open R128,L vs Dimitrov,6% (1/16),0% (0/1),0/3,31% (5/16),40% (2/5),0/0,0/0,2/2,0/0,0/0
2023 Pune SF,L vs Griekspoor,0% (0/10),- (0/0),0/2,33% (3/9),33% (1/3),0/0,0/0,1/1,0/0,1/1
2022 Paris R64,L vs Nishioka,40% (4/10),0% (0/4),0/2,44% (4/9),50% (2/4),0/0,0/0,2/2,0/0,1/1
2022 Basel R32,L vs Bublik,9% (1/11),100% (1/1),1/2,20% (2/10),0% (0/2),1/1,0/0,1/1,0/0,0/0
2022 Tel Aviv R32,L vs Etcheverry,20% (3/15),67% (2/3),2/4,47% (7/15),29% (2/7),1/2,0/0,3/4,0/0,3/3
2022 US Open R128,L vs Fognini,39% (9/23),67% (6/9),1/5,35% (8/23),13% (1/8),3/4,0/1,1/3,0/0,0/1
2022 Canada R64,L vs Cressy,30% (3/10),67% (2/3),1/2,40% (4/10),0% (0/4),2/2,0/0,0/2,0/0,0/1
2022 Hamburg R32,W vs Basilashvili,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),3/3,0/1,0/0,0/0,0/0
2022 Rome R32,L vs Djokovic,22% (2/9),50% (1/2),1/4,63% (5/8),20% (1/5),1/1,0/0,1/1,0/0,1/1
2022 Miami R32,L vs Hurkacz,13% (2/16),50% (1/2),0/1,20% (3/15),33% (1/3),1/1,1/1,2/3,0/0,1/1
2022 Rotterdam R32,L vs Griekspoor,38% (6/16),83% (5/6),1/3,31% (5/16),40% (2/5),3/4,0/2,1/1,0/2,1/1
2023 (11 matches),,21.9%,68.6%,13.8%,32.1%,33.3%,85.7%,80.0%,75.0%,66.7%,66.7%
2022 (12 matches),,31.3%,67.3%,31.4%,34.7%,28.3%,73.3%,44.4%,68.2%,50.0%,80.0%
2021 (27 matches),,37.4%,71.7%,23.4%,32.7%,37.0%,81.8%,88.9%,71.4%,92.9%,90.0%
2020 (2 matches),,46.2%,50.0%,25.0%,30.8%,50.0%,60.0%,0.0%,100.0%,-,-
2019 (22 matches),,42.2%,72.8%,28.9%,32.9%,35.0%,76.9%,66.7%,68.2%,62.5%,57.1%
Career (125 matches),,35.0%,66.4%,22.1%,35.4%,32.7%,77.4%,74.6%,68.4%,78.4%,66.7%
