Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Tokyo F,L vs Shelton,50% (6/12),0% (0/1),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2023 US Open R32,L vs Shelton,65% (11/17),50% (1/2),1/1,0/0,40% (4/10),0/3,0/1,- (0/0),- (0/0)
2023 US Open R64,W vs Carballes Baena,63% (17/27),63% (5/8),3/8,1/5,67% (6/9),0/1,0/0,100% (6/6),20% (1/5)
2023 US Open R128,W vs Lehecka,92% (12/13),43% (6/14),3/6,1/3,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R64,L vs Rublev,59% (16/27),50% (2/4),1/2,0/0,50% (5/10),2/5,0/1,60% (3/5),67% (4/6)
2023 Wimbledon R128,W vs Van Assche,69% (18/26),30% (6/20),3/7,1/1,80% (8/10),0/1,0/0,40% (2/5),33% (2/6)
2023 Madrid SF,L vs Struff,73% (11/15),29% (2/7),1/2,0/0,67% (6/9),4/6,4/5,- (0/0),- (0/0)
2023 Madrid R16,W vs Medvedev,77% (10/13),100% (2/2),2/2,1/1,75% (3/4),0/0,0/0,100% (4/4),75% (3/4)
2023 Rotterdam R32,L vs Dimitrov,80% (4/5),- (0/0),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2023 Australian Open R128,L vs Dimitrov,62% (13/21),0% (0/1),0/0,0/0,73% (8/11),2/5,0/1,20% (1/5),40% (2/5)
2023 Pune SF,L vs Griekspoor,70% (7/10),- (0/0),0/0,0/0,60% (3/5),0/2,0/1,60% (3/5),17% (1/6)
2022 Paris R64,L vs Nishioka,58% (7/12),0% (0/7),0/0,0/0,60% (3/5),2/4,0/1,- (0/0),- (0/0)
2022 Basel R32,L vs Bublik,67% (8/12),100% (1/1),0/0,0/0,33% (1/3),0/2,0/1,40% (2/5),0% (0/4)
2022 Tel Aviv R32,L vs Etcheverry,56% (10/18),22% (2/9),1/1,0/0,62% (8/13),1/3,0/1,100% (4/4),100% (3/3)
2022 US Open R128,L vs Fognini,57% (16/28),46% (6/13),2/5,0/0,36% (4/11),8/11,2/3,- (0/0),- (0/0)
2022 Canada R64,L vs Cressy,67% (6/9),50% (2/4),0/0,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2022 Hamburg R32,W vs Basilashvili,100% (7/7),63% (5/8),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2022 Rome R32,L vs Djokovic,44% (4/9),50% (1/2),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2022 Miami R32,L vs Hurkacz,65% (13/20),33% (1/3),1/1,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2022 Rotterdam R32,L vs Griekspoor,76% (13/17),71% (5/7),1/3,0/2,67% (6/9),0/2,0/1,11% (1/9),14% (1/7)
2023 (11 matches),,67.2%,40.7%,50.0%,40.0%,60.5%,32.1%,41.7%,63.3%,40.6%
2022 (12 matches),,59.1%,38.1%,48.1%,37.5%,60.2%,37.1%,25.0%,57.9%,29.4%
2021 (27 matches),,67.7%,39.6%,57.9%,66.7%,62.5%,39.7%,45.0%,64.2%,17.3%
2020 (2 matches),,73.3%,28.6%,25.0%,-,73.3%,42.9%,50.0%,42.1%,42.1%
2019 (22 matches),,61.6%,44.6%,54.2%,55.6%,62.0%,44.1%,36.4%,65.0%,30.0%
Career (125 matches),,63.7%,37.7%,51.8%,56.8%,59.9%,42.4%,43.7%,58.1%,30.6%
