Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Tokyo F,L vs Shelton,0.0%,-,13.3%,66.7%,14.8%,27.8%,50.0%,3.1%,0.0%,0.8%,0.0%,20,17
2023 US Open R128,W vs Lehecka,2.7%,100.0%,5.5%,55.6%,21.8%,31.6%,0.0%,10.4%,75.0%,0.0%,-,62,1
2023 Madrid SF,L vs Struff,0.0%,-,5.4%,70.0%,22.0%,22.2%,33.3%,13.6%,26.7%,0.0%,-,38,25
2023 Madrid R16,W vs Medvedev,0.0%,-,7.2%,88.9%,23.7%,30.0%,16.7%,14.3%,41.2%,1.0%,50.0%,93,74
2023 Rotterdam R32,L vs Dimitrov,0.0%,-,5.1%,75.0%,7.1%,11.1%,0.0%,6.1%,20.0%,0.0%,-,16,-26
2023 Australian Open R128,L vs Dimitrov,4.8%,80.0%,10.5%,61.9%,15.5%,23.5%,0.0%,10.1%,50.0%,1.0%,0.0%,166,183
2023 Pune SF,L vs Griekspoor,10.7%,50.0%,14.3%,56.3%,16.0%,20.0%,14.3%,19.0%,33.3%,0.9%,100.0%,127,127
2022 Paris R64,L vs Nishioka,8.9%,50.0%,5.1%,57.1%,17.4%,34.8%,6.7%,18.7%,38.9%,0.4%,100.0%,71,78
2022 Basel R32,L vs Bublik,0.0%,-,10.8%,38.5%,14.0%,12.5%,0.0%,8.8%,20.0%,0.7%,0.0%,19,-41
2022 Tel Aviv R32,L vs Etcheverry,0.0%,-,15.7%,72.4%,10.8%,13.0%,12.5%,9.8%,25.0%,0.3%,0.0%,82,73
2022 Canada R64,L vs Cressy,0.0%,-,12.8%,46.7%,9.8%,0.0%,0.0%,8.3%,20.0%,1.6%,50.0%,128,29
2022 Hamburg R32,W vs Basilashvili,0.0%,-,0.0%,0.0%,27.8%,20.0%,0.0%,20.8%,75.0%,3.4%,66.7%,13,-39
2022 Roland Garros R128,L vs Ugo Carabelli,0.7%,100.0%,12.5%,76.9%,14.2%,18.2%,8.3%,7.5%,20.6%,1.0%,14.3%,62,48
2022 Rome R32,L vs Djokovic,0.0%,-,10.5%,50.0%,13.4%,29.2%,0.0%,4.2%,25.0%,0.9%,0.0%,63,34
2022 Miami R32,L vs Hurkacz,0.0%,-,9.8%,88.9%,13.8%,22.7%,25.0%,11.7%,36.8%,0.8%,0.0%,54,22
2022 Rotterdam R32,L vs Griekspoor,0.0%,-,8.9%,83.3%,26.7%,26.1%,33.3%,10.0%,26.7%,0.9%,0.0%,200,144
2022 Australian Open R32,L vs Mannarino,0.0%,-,5.3%,77.8%,19.0%,19.6%,20.0%,12.3%,19.4%,2.3%,20.0%,69,72
2022 Australian Open R128,W vs Munar,0.0%,-,15.3%,78.9%,17.6%,18.8%,15.2%,6.0%,19.4%,0.5%,33.3%,111,80
2022 Sydney F,W vs Murray,0.0%,-,7.3%,75.0%,29.2%,47.6%,50.0%,10.3%,16.7%,1.8%,66.7%,119,72
2021 St Petersburg R16,L vs Millman,0.0%,-,5.4%,50.0%,16.7%,25.0%,0.0%,6.3%,18.8%,0.0%,-,74,68
Career (42 matches),,0.9%,75.9%,9.0%,73.7%,16.5%,22.4%,20.0%,10.2%,29.1%,0.7%,23.7%,73,55
