Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R128,W vs Andreescu,14.8%,27.2%,67.2%,16.7%,25.0%,62.5%,25.0%,25.0%,33.3%,14.3%,35.7%,75.0%,9.1%,17.6%,0.0%,25
2026 Dubai R64,L vs Jovic,26.0%,31.2%,38.8%,37.2%,46.5%,40.7%,66.7%,36.4%,33.3%,15.4%,15.4%,36.4%,23.1%,46.2%,66.7%,17
2025 Wimbledon R64,W vs Paolini,17.5%,31.1%,61.8%,22.4%,40.3%,69.2%,44.4%,64.5%,75.0%,11.1%,18.5%,45.8%,18.2%,37.5%,0.0%,-23
2025 Indian Wells R128,L vs Dolehide,18.2%,22.7%,40.0%,16.7%,26.7%,48.0%,37.5%,42.9%,100.0%,21.9%,21.9%,32.0%,0.0%,9.5%,0.0%,30
2024 US Open R128,L vs Swiatek,27.3%,31.2%,52.9%,30.4%,37.0%,53.1%,52.2%,34.8%,100.0%,26.9%,26.9%,52.6%,18.2%,33.3%,25.0%,91
2024 Washington R16,L vs Sabalenka,27.8%,36.5%,46.2%,35.5%,50.0%,52.5%,36.0%,73.0%,80.0%,20.8%,22.9%,39.5%,0.0%,42.9%,100.0%,10
2023 Roland Garros R32,L vs Sabalenka,28.3%,37.0%,40.7%,25.0%,33.3%,38.9%,45.5%,46.2%,100.0%,43.8%,56.3%,44.4%,18.2%,0.0%,0.0%,225
2023 Roland Garros R64,W vs Frech,22.8%,33.3%,57.1%,25.9%,37.0%,70.0%,50.0%,61.5%,100.0%,21.4%,32.1%,45.5%,0.0%,36.8%,0.0%,-23
2023 Roland Garros R128,W vs Bejlek,19.6%,21.7%,50.0%,23.3%,26.7%,52.2%,43.8%,35.7%,100.0%,15.4%,15.4%,45.5%,25.0%,11.1%,0.0%,25
2023 Bogota SF,L vs Stearns,23.5%,28.6%,34.8%,32.0%,40.0%,38.2%,48.1%,65.2%,33.3%,17.9%,20.5%,31.3%,14.3%,44.4%,100.0%,49
2021 Linz R32,L vs Cristian,21.3%,27.5%,47.5%,25.4%,33.9%,47.7%,25.0%,61.3%,80.0%,10.5%,10.5%,47.1%,12.5%,18.2%,0.0%,-9
2021 US Open R32,L vs Krejcikova,21.3%,36.2%,48.6%,25.0%,40.6%,45.8%,25.0%,75.0%,100.0%,13.3%,26.7%,53.8%,0.0%,44.4%,-,-104
2021 Lausanne R32,W vs Rus,20.4%,23.9%,42.7%,25.4%,31.3%,52.0%,40.6%,54.3%,50.0%,13.3%,13.3%,30.8%,35.0%,24.0%,50.0%,-78
2020 Roland Garros R64,L vs Sakkari,13.3%,18.7%,47.5%,12.5%,22.5%,51.4%,50.0%,50.0%,83.3%,16.1%,16.1%,42.3%,5.9%,50.0%,75.0%,34
2019 Jurmala R32,L vs Marcinkevica,18.8%,26.6%,39.6%,16.7%,25.0%,40.0%,22.7%,42.9%,50.0%,25.0%,33.3%,38.9%,0.0%,76.5%,50.0%,68
Last 52 Weeks (3 matches),,19.2%,29.9%,57.7%,24.7%,37.3%,60.5%,44.4%,44.2%,46.2%,13.6%,23.5%,52.9%,17.1%,32.6%,33.3%,5
Career (15 matches),,21.4%,28.8%,48.0%,25.3%,35.2%,51.8%,40.4%,53.0%,67.3%,18.7%,23.3%,42.5%,12.3%,34.3%,42.9%,61
