Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,75,25,50,33.3%,64-110,36.8%,762-895,46.0%,8-13,38.1%,74,62.4%,30.2%,2.1%,5.2%,58.8%,62.1%,46.0%,55.5%,41.6%,48.5%,0.93
Clay,45,21,24,46.7%,45-57,44.1%,456-504,47.5%,4-6,40.0%,45,55.9%,40.0%,1.9%,6.7%,55.8%,59.1%,43.7%,52.3%,45.6%,49.0%,0.96
Grass,10,5,5,50.0%,12-13,48.0%,120-125,49.0%,1-2,33.3%,10,67.2%,30.6%,2.1%,5.2%,60.1%,65.0%,42.8%,56.1%,42.3%,49.3%,0.96
Grand Slams,25,9,16,36.0%,21-36,36.8%,246-292,45.7%,1-4,20.0%,25,63.9%,27.2%,2.0%,6.8%,59.1%,63.8%,44.2%,55.8%,40.5%,48.3%,0.92
Premiers,15,5,10,33.3%,12-21,36.4%,150-168,47.2%,0-4,0.0%,15,65.6%,30.6%,2.5%,5.1%,58.2%,60.5%,48.4%,55.4%,41.0%,48.6%,0.92
Internationals,69,29,40,42.0%,67-95,41.4%,729-838,46.5%,12-9,57.1%,68,58.6%,35.0%,2.0%,5.6%,57.7%,61.2%,43.9%,53.9%,43.8%,48.8%,0.95
Semi-finals,4,0,4,0.0%,1-8,11.1%,25-52,32.5%,0-1,0.0%,4,39.5%,26.3%,3.1%,10.2%,52.2%,52.6%,39.7%,46.4%,40.0%,43.6%,0.75
Quarter-finals,8,4,4,50.0%,9-10,47.4%,82-97,45.8%,0-1,0.0%,7,58.8%,36.7%,1.8%,7.4%,50.4%,64.9%,42.1%,53.6%,44.7%,49.0%,0.96
vs Righties,109,38,71,34.9%,93-157,37.2%,1082-1289,45.6%,11-15,42.3%,108,59.5%,32.2%,2.0%,5.9%,57.7%,61.2%,44.4%,54.1%,42.6%,48.4%,0.93
vs Lefties,16,9,7,56.3%,19-18,51.4%,176-174,50.3%,2-3,40.0%,16,64.9%,36.8%,2.4%,4.0%,58.9%,62.2%,47.0%,55.9%,44.1%,50.0%,1.00
vs Top 10,11,1,10,9.1%,3-21,12.5%,76-141,35.0%,0-2,0.0%,11,55.1%,14.8%,1.9%,5.5%,58.1%,59.0%,42.5%,52.1%,35.9%,44.2%,0.75
